,기간,김승민
1001,2022-03-10,3.1026
1002,2022-03-11,3.83304
1003,2022-03-12,3.77739
1004,2022-03-13,4.04173
1005,2022-03-14,3.97913
1006,2022-03-15,4.18086
1007,2022-03-16,6.44869
1008,2022-03-17,4.68173
1009,2022-03-18,4.4313
1010,2022-03-19,4.2713
1011,2022-03-20,4.9113
1012,2022-03-21,4.28521
1013,2022-03-22,4.36869
1014,2022-03-23,4.60521
1015,2022-03-24,3.83999
1016,2022-03-25,4.14608
1017,2022-03-26,4.04869
1018,2022-03-27,4.54956
1019,2022-03-28,3.77043
1020,2022-03-29,3.88173
1021,2022-03-30,3.78434
1022,2022-03-31,3.68
1023,2022-04-01,3.27652
1024,2022-04-02,3.34608
1025,2022-04-03,3.70086
1026,2022-04-04,3.34608
1027,2022-04-05,3.38086
1028,2022-04-06,3.88869
1029,2022-04-07,3.77043
1030,2022-04-08,3.36
1031,2022-04-09,4.8626
1032,2022-04-10,4.38956
1033,2022-04-11,3.52695
1034,2022-04-12,4.09043
1035,2022-04-13,4.66782
1036,2022-04-14,3.98608
1037,2022-04-15,3.72173
1038,2022-04-16,4.32695
1039,2022-04-17,4.52869
1040,2022-04-18,3.70086
1041,2022-04-19,5.04347
1042,2022-04-20,6.61565
1043,2022-04-21,4.82782
1044,2022-04-22,4.79304
1045,2022-04-23,4.32
1046,2022-04-24,4.13217
1047,2022-04-25,3.89565
1048,2022-04-26,4.31304
1049,2022-04-27,5.60695
1050,2022-04-28,4.12521
1051,2022-04-29,4.33391
1052,2022-04-30,4.59826
1053,2022-05-01,4.45217
1054,2022-05-02,4.38956
1055,2022-05-03,5.14782
1056,2022-05-04,4.88347
1057,2022-05-05,4.73043
1058,2022-05-06,4.88347
1059,2022-05-07,4.95304
1060,2022-05-08,4.33391
1061,2022-05-09,3.95826
1062,2022-05-10,4.48695
1063,2022-05-11,4.52869
1064,2022-05-12,4.00695
1065,2022-05-13,4.96695
1066,2022-05-14,3.94434
1067,2022-05-15,4.06956
1068,2022-05-16,3.49217
1069,2022-05-17,3.49913
1070,2022-05-18,3.45739
1071,2022-05-19,3.81913
1072,2022-05-20,3.66608
1073,2022-05-21,4.8
1074,2022-05-22,4.52869
1075,2022-05-23,3.80521
1076,2022-05-24,3.64521
1077,2022-05-25,3.65217
1078,2022-05-26,3.86782
1079,2022-05-27,3.85391
1080,2022-05-28,3.69391
1081,2022-05-29,3.7913
1082,2022-05-30,3.22782
1083,2022-05-31,3.98608
1084,2022-06-01,3.89565
1085,2022-06-02,3.49913
1086,2022-06-03,3.52
1087,2022-06-04,3.97913
1088,2022-06-05,4.21565
1089,2022-06-06,4.45913
1090,2022-06-07,5.12
1091,2022-06-08,5.32173
1092,2022-06-09,4.48
1093,2022-06-10,4.05565
1094,2022-06-11,3.65913
1095,2022-06-12,5.14782
