,기간,손석구
998,2022-03-07,0.18208
999,2022-03-08,0.1638
1000,2022-03-09,0.11733
1001,2022-03-10,0.10264
1002,2022-03-11,0.12552
1003,2022-03-12,0.16689
1004,2022-03-13,0.15339
1005,2022-03-14,0.10963
1006,2022-03-15,0.11842
1007,2022-03-16,0.10969
1008,2022-03-17,0.11636
1009,2022-03-18,0.12921
1010,2022-03-19,0.23256
1011,2022-03-20,0.24986
1012,2022-03-21,0.1214
1013,2022-03-22,0.12173
1014,2022-03-23,0.13913
1015,2022-03-24,0.13268
1016,2022-03-25,0.17985
1017,2022-03-26,0.20192
1018,2022-03-27,0.19124
1019,2022-03-28,0.12183
1020,2022-03-29,0.12514
1021,2022-03-30,0.13382
1022,2022-03-31,0.11799
1023,2022-04-01,0.1451
1024,2022-04-02,0.19878
1025,2022-04-03,0.15708
1026,2022-04-04,0.43009
1027,2022-04-05,0.54331
1028,2022-04-06,0.45368
1029,2022-04-07,0.57845
1030,2022-04-08,0.49196
1031,2022-04-09,0.73071
1032,2022-04-10,1.1646
1033,2022-04-11,1.04705
1034,2022-04-12,0.7896
1035,2022-04-13,0.73787
1036,2022-04-14,0.78032
1037,2022-04-15,0.61847
1038,2022-04-16,0.92928
1039,2022-04-17,1.47216
1040,2022-04-18,1.70516
1041,2022-04-19,1.24247
1042,2022-04-20,1.21736
1043,2022-04-21,2.13851
1044,2022-04-22,2.53369
1045,2022-04-23,2.21101
1046,2022-04-24,2.91461
1047,2022-04-25,2.61926
1048,2022-04-26,1.95269
1049,2022-04-27,1.75428
1050,2022-04-28,1.58934
1051,2022-04-29,1.5548
1052,2022-04-30,2.33344
1053,2022-05-01,3.39601
1054,2022-05-02,3.02891
1055,2022-05-03,2.31745
1056,2022-05-04,2.16926
1057,2022-05-05,2.20792
1058,2022-05-06,1.88317
1059,2022-05-07,2.39965
1060,2022-05-08,3.93108
1061,2022-05-09,6.46841
1062,2022-05-10,4.33391
1063,2022-05-11,3.93515
1064,2022-05-12,3.62559
1065,2022-05-13,3.38283
1066,2022-05-14,5.0477
1067,2022-05-15,6.92681
1068,2022-05-16,7.31907
1069,2022-05-17,5.12915
1070,2022-05-18,8.46307
1071,2022-05-19,9.87234
1072,2022-05-20,9.96734
1073,2022-05-21,13.08681
1074,2022-05-22,17.20643
1075,2022-05-23,17.34876
1076,2022-05-24,14.43751
1077,2022-05-25,13.1163
1078,2022-05-26,12.59489
1079,2022-05-27,12.0102
1080,2022-05-28,14.97861
1081,2022-05-29,17.00797
1082,2022-05-30,17.32745
1083,2022-05-31,13.99478
1084,2022-06-01,16.40099
1085,2022-06-02,15.97594
1086,2022-06-03,12.58291
1087,2022-06-04,13.58577
1088,2022-06-05,14.20023
1089,2022-06-06,14.53804
1090,2022-06-07,12.16626
1091,2022-06-08,10.37596
1092,2022-06-09,8.98307
1093,2022-06-10,8.62666
1094,2022-06-11,10.872
1095,2022-06-12,12.13633
