,기간,우크라이나
997,2022-03-06,10.34623
998,2022-03-07,12.75459
999,2022-03-08,10.94429
1000,2022-03-09,8.26947
1001,2022-03-10,10.14741
1002,2022-03-11,7.73635
1003,2022-03-12,8.18087
1004,2022-03-13,7.49125
1005,2022-03-14,8.37719
1006,2022-03-15,7.55724
1007,2022-03-16,7.27081
1008,2022-03-17,7.34622
1009,2022-03-18,5.48806
1010,2022-03-19,5.10597
1011,2022-03-20,5.03952
1012,2022-03-21,5.45286
1013,2022-03-22,4.95303
1014,2022-03-23,4.77563
1015,2022-03-24,4.33725
1016,2022-03-25,4.16849
1017,2022-03-26,3.40128
1018,2022-03-27,3.20918
1019,2022-03-28,3.56121
1020,2022-03-29,4.17765
1021,2022-03-30,3.87019
1022,2022-03-31,2.96019
1023,2022-04-01,3.33806
1024,2022-04-02,2.30485
1025,2022-04-03,2.32113
1026,2022-04-04,2.70559
1027,2022-04-05,2.6427
1028,2022-04-06,2.68371
1029,2022-04-07,2.49247
1030,2022-04-08,2.34585
1031,2022-04-09,1.89831
1032,2022-04-10,1.98598
1033,2022-04-11,2.62326
1034,2022-04-12,2.80276
1035,2022-04-13,2.64033
1036,2022-04-14,2.55839
1037,2022-04-15,2.24545
1038,2022-04-16,1.76587
1039,2022-04-17,1.8219
1040,2022-04-18,2.10458
1041,2022-04-19,2.22159
1042,2022-04-20,2.26246
1043,2022-04-21,2.18909
1044,2022-04-22,2.28099
1045,2022-04-23,2.12218
1046,2022-04-24,1.77338
1047,2022-04-25,2.09535
1048,2022-04-26,2.05771
1049,2022-04-27,2.18546
1050,2022-04-28,1.91189
1051,2022-04-29,1.75796
1052,2022-04-30,1.45267
1053,2022-05-01,1.49875
1054,2022-05-02,1.55063
1055,2022-05-03,1.62229
1056,2022-05-04,1.50099
1057,2022-05-05,1.27263
1058,2022-05-06,1.54153
1059,2022-05-07,1.2398
1060,2022-05-08,1.40158
1061,2022-05-09,2.27789
1062,2022-05-10,1.71333
1063,2022-05-11,1.5559
1064,2022-05-12,1.73548
1065,2022-05-13,1.42129
1066,2022-05-14,1.14211
1067,2022-05-15,1.14487
1068,2022-05-16,1.44001
1069,2022-05-17,1.82467
1070,2022-05-18,1.71385
1071,2022-05-19,1.50962
1072,2022-05-20,1.33078
1073,2022-05-21,1.25556
1074,2022-05-22,1.05311
1075,2022-05-23,1.28114
1076,2022-05-24,1.33104
1077,2022-05-25,1.15536
1078,2022-05-26,1.05548
1079,2022-05-27,1.10783
1080,2022-05-28,0.84097
1081,2022-05-29,0.92647
1082,2022-05-30,1.19827
1083,2022-05-31,1.03703
1084,2022-06-01,0.84222
1085,2022-06-02,1.41503
1086,2022-06-03,1.39967
1087,2022-06-04,0.98732
1088,2022-06-05,1.07348
1089,2022-06-06,1.34528
1090,2022-06-07,1.20533
1091,2022-06-08,1.09022
1092,2022-06-09,1.05733
1093,2022-06-10,1.04401
1094,2022-06-11,0.98949
1095,2022-06-12,0.97941
