,기간,범죄도시2
995,2022-03-04,0.38257
996,2022-03-05,0.42338
997,2022-03-06,0.44384
998,2022-03-07,0.61911
999,2022-03-08,0.51029
1000,2022-03-09,0.38977
1001,2022-03-10,0.39629
1002,2022-03-11,0.46475
1003,2022-03-12,0.51062
1004,2022-03-13,0.52805
1005,2022-03-14,0.43822
1006,2022-03-15,0.54873
1007,2022-03-16,0.45722
1008,2022-03-17,0.56886
1009,2022-03-18,0.6516
1010,2022-03-19,0.62091
1011,2022-03-20,0.51928
1012,2022-03-21,0.42743
1013,2022-03-22,0.47633
1014,2022-03-23,0.35986
1015,2022-03-24,0.53592
1016,2022-03-25,0.49961
1017,2022-03-26,0.51085
1018,2022-03-27,0.476
1019,2022-03-28,0.54592
1020,2022-03-29,0.61327
1021,2022-03-30,0.50377
1022,2022-03-31,0.45902
1023,2022-04-01,0.68949
1024,2022-04-02,0.50197
1025,2022-04-03,0.4525
1026,2022-04-04,1.95853
1027,2022-04-05,2.92829
1028,2022-04-06,2.27275
1029,2022-04-07,3.98552
1030,2022-04-08,3.53684
1031,2022-04-09,3.43015
1032,2022-04-10,2.90896
1033,2022-04-11,2.43498
1034,2022-04-12,2.1764
1035,2022-04-13,2.26713
1036,2022-04-14,3.09434
1037,2022-04-15,2.85645
1038,2022-04-16,3.04308
1039,2022-04-17,2.9673
1040,2022-04-18,4.21554
1041,2022-04-19,4.35349
1042,2022-04-20,3.6143
1043,2022-04-21,6.71809
1044,2022-04-22,8.09877
1045,2022-04-23,4.57743
1046,2022-04-24,4.42926
1047,2022-04-25,4.18867
1048,2022-04-26,3.8749
1049,2022-04-27,4.24949
1050,2022-04-28,4.88221
1051,2022-04-29,4.30514
1052,2022-04-30,5.6069
1053,2022-05-01,5.59993
1054,2022-05-02,5.75799
1055,2022-05-03,6.76036
1056,2022-05-04,6.55429
1057,2022-05-05,7.55992
1058,2022-05-06,7.48887
1059,2022-05-07,8.53767
1060,2022-05-08,9.97579
1061,2022-05-09,13.93186
1062,2022-05-10,10.02728
1063,2022-05-11,13.07531
1064,2022-05-12,21.56655
1065,2022-05-13,19.54652
1066,2022-05-14,36.49
1067,2022-05-15,50.66256
1068,2022-05-16,33.61622
1069,2022-05-17,30.28995
1070,2022-05-18,81.79817
1071,2022-05-19,82.63932
1072,2022-05-20,76.11448
1073,2022-05-21,96.51824
1074,2022-05-22,100.0
1075,2022-05-23,64.42164
1076,2022-05-24,52.31474
1077,2022-05-25,46.74291
1078,2022-05-26,42.25912
1079,2022-05-27,45.56843
1080,2022-05-28,63.45333
1081,2022-05-29,62.32955
1082,2022-05-30,42.40089
1083,2022-05-31,39.36141
1084,2022-06-01,52.30136
1085,2022-06-02,35.96115
1086,2022-06-03,38.3225
1087,2022-06-04,56.00223
1088,2022-06-05,60.65927
1089,2022-06-06,60.14471
1090,2022-06-07,39.66169
1091,2022-06-08,35.76509
1092,2022-06-09,35.60545
1093,2022-06-10,36.47234
1094,2022-06-11,62.37598
1095,2022-06-12,49.91663
