,기간,장원영
990,2022-02-27,2.04217
991,2022-02-28,1.84416
992,2022-03-01,1.88478
993,2022-03-02,1.41261
994,2022-03-03,1.33918
995,2022-03-04,4.75628
996,2022-03-05,4.26458
997,2022-03-06,2.79437
998,2022-03-07,1.89318
999,2022-03-08,1.97578
1000,2022-03-09,1.84319
1001,2022-03-10,1.54598
1002,2022-03-11,3.51786
1003,2022-03-12,3.07634
1004,2022-03-13,2.32415
1005,2022-03-14,1.74106
1006,2022-03-15,1.69009
1007,2022-03-16,1.59538
1008,2022-03-17,2.07849
1009,2022-03-18,3.33332
1010,2022-03-19,3.07888
1011,2022-03-20,2.768
1012,2022-03-21,2.29759
1013,2022-03-22,2.13161
1014,2022-03-23,1.78304
1015,2022-03-24,1.60144
1016,2022-03-25,1.77425
1017,2022-03-26,1.73676
1018,2022-03-27,1.68872
1019,2022-03-28,1.44014
1020,2022-03-29,1.31634
1021,2022-03-30,1.31028
1022,2022-03-31,1.43565
1023,2022-04-01,1.68736
1024,2022-04-02,1.70435
1025,2022-04-03,2.39054
1026,2022-04-04,2.41085
1027,2022-04-05,2.89396
1028,2022-04-06,3.41631
1029,2022-04-07,3.41221
1030,2022-04-08,3.82034
1031,2022-04-09,5.06579
1032,2022-04-10,16.3206
1033,2022-04-11,7.89414
1034,2022-04-12,6.17202
1035,2022-04-13,6.60475
1036,2022-04-14,5.98963
1037,2022-04-15,5.65669
1038,2022-04-16,6.98221
1039,2022-04-17,7.15503
1040,2022-04-18,4.99217
1041,2022-04-19,5.08805
1042,2022-04-20,4.10329
1043,2022-04-21,4.01619
1044,2022-04-22,4.43506
1045,2022-04-23,5.31106
1046,2022-04-24,4.80393
1047,2022-04-25,3.75316
1048,2022-04-26,3.73227
1049,2022-04-27,3.61823
1050,2022-04-28,3.64869
1051,2022-04-29,3.94687
1052,2022-04-30,4.04334
1053,2022-05-01,4.22201
1054,2022-05-02,3.33508
1055,2022-05-03,3.22631
1056,2022-05-04,3.42198
1057,2022-05-05,3.8633
1058,2022-05-06,3.83127
1059,2022-05-07,3.88946
1060,2022-05-08,4.37569
1061,2022-05-09,3.55847
1062,2022-05-10,3.31731
1063,2022-05-11,3.00136
1064,2022-05-12,4.02635
1065,2022-05-13,4.29095
1066,2022-05-14,4.72894
1067,2022-05-15,4.32531
1068,2022-05-16,3.76
1069,2022-05-17,3.76039
1070,2022-05-18,4.71332
1071,2022-05-19,4.93652
1072,2022-05-20,4.76234
1073,2022-05-21,4.80686
1074,2022-05-22,4.86056
1075,2022-05-23,3.89044
1076,2022-05-24,3.58347
1077,2022-05-25,3.4208
1078,2022-05-26,3.37257
1079,2022-05-27,4.5696
1080,2022-05-28,5.43701
1081,2022-05-29,7.21966
1082,2022-05-30,5.41729
1083,2022-05-31,4.07048
1084,2022-06-01,4.54304
1085,2022-06-02,3.8674
1086,2022-06-03,3.68384
1087,2022-06-04,4.68442
1088,2022-06-05,4.92383
1089,2022-06-06,3.98593
1090,2022-06-07,2.83713
1091,2022-06-08,3.01639
1092,2022-06-09,2.99413
1093,2022-06-10,3.32746
1094,2022-06-11,4.06169
1095,2022-06-12,4.22279
