,기간,손흥민
998,2022-03-07,0.94598
999,2022-03-08,3.72631
1000,2022-03-09,1.04442
1001,2022-03-10,0.78025
1002,2022-03-11,0.85991
1003,2022-03-12,1.04861
1004,2022-03-13,2.66174
1005,2022-03-14,0.91856
1006,2022-03-15,0.77033
1007,2022-03-16,0.87457
1008,2022-03-17,2.07567
1009,2022-03-18,0.8763
1010,2022-03-19,0.91006
1011,2022-03-20,1.0674
1012,2022-03-21,9.49602
1013,2022-03-22,3.03188
1014,2022-03-23,2.19506
1015,2022-03-24,11.08216
1016,2022-03-25,5.03793
1017,2022-03-26,1.70855
1018,2022-03-27,1.30465
1019,2022-03-28,1.17343
1020,2022-03-29,1.97599
1021,2022-03-30,1.72857
1022,2022-03-31,1.06192
1023,2022-04-01,1.078
1024,2022-04-02,1.56303
1025,2022-04-03,1.50722
1026,2022-04-04,5.76478
1027,2022-04-05,1.79727
1028,2022-04-06,1.61164
1029,2022-04-07,1.27102
1030,2022-04-08,1.1478
1031,2022-04-09,1.72543
1032,2022-04-10,18.18512
1033,2022-04-11,4.54021
1034,2022-04-12,3.03009
1035,2022-04-13,2.59262
1036,2022-04-14,2.26
1037,2022-04-15,2.02725
1038,2022-04-16,4.80469
1039,2022-04-17,2.63642
1040,2022-04-18,1.29258
1041,2022-04-19,1.20232
1042,2022-04-20,1.35228
1043,2022-04-21,1.23048
1044,2022-04-22,1.23177
1045,2022-04-23,1.76776
1046,2022-04-24,2.851
1047,2022-04-25,1.10468
1048,2022-04-26,0.92645
1049,2022-04-27,0.97838
1050,2022-04-28,0.98836
1051,2022-04-29,0.96162
1052,2022-04-30,1.1637
1053,2022-05-01,4.29556
1054,2022-05-02,13.871
1055,2022-05-03,2.97483
1056,2022-05-04,2.45067
1057,2022-05-05,2.28181
1058,2022-05-06,2.02823
1059,2022-05-07,2.37058
1060,2022-05-08,12.35941
1061,2022-05-09,3.20912
1062,2022-05-10,2.66075
1063,2022-05-11,2.90207
1064,2022-05-12,3.47748
1065,2022-05-13,18.36871
1066,2022-05-14,5.05481
1067,2022-05-15,12.22332
1068,2022-05-16,7.30151
1069,2022-05-17,4.93123
1070,2022-05-18,3.9964
1071,2022-05-19,3.33942
1072,2022-05-20,3.29562
1073,2022-05-21,3.87873
1074,2022-05-22,8.15773
1075,2022-05-23,100.0
1076,2022-05-24,15.56607
1077,2022-05-25,8.35395
1078,2022-05-26,6.10854
1079,2022-05-27,4.74721
1080,2022-05-28,3.94496
1081,2022-05-29,3.86579
1082,2022-05-30,4.04076
1083,2022-05-31,3.22033
1084,2022-06-01,2.79074
1085,2022-06-02,10.36567
1086,2022-06-03,5.81037
1087,2022-06-04,2.75409
1088,2022-06-05,2.34477
1089,2022-06-06,8.55971
1090,2022-06-07,5.32324
1091,2022-06-08,2.39085
1092,2022-06-09,2.11947
1093,2022-06-10,6.69579
1094,2022-06-11,4.26846
1095,2022-06-12,2.2515
