,기간,잠옷,교련복,마르조썸머인견팬츠,반팔크롭자켓,세루티자켓,올리비아로렌티셔츠,비비안마이핏네모팬티,안나수이원피스,항균여자사각팬티,나이스,행텐10320-150-404-51,리린,법복,모르간썸머원피스,한지민가디건,스프리스기능성바람막이,쿨스판골지여자밴딩와이드바지,에바큐브,여성정장하객룩,나이키더블스우시후드집업,마틴발썸머울카라니트,여성여름정장,유니클로마르니,딜레탕티즘,셀린느티셔츠,닉스조거팬츠,클로앤차이가디건형니트,디키즈874여자,반팔청자켓,레이지카키하프조거팬츠,테이퍼드세미와이드청바지,남성린넨체크셔츠,트위드반팔,남자무지트임브이넥,마드제이,테이핑브라,데일리셔링청롱원피스,여성반팔가디건,유에르,지오다노101221,커클랜드티셔츠,헬스오버핏반팔티셔츠,테니스원피스,노가다망사작업조끼,텐셀배기진,러브이즈트루,가니송,신혼부부,리스트바지,여성롱원피스,폴로반팔셔츠,리바이스쿨진여성,엉뽕,쿨스판스판팬츠,비비안컴포트브라팬티,맥스튜어트뉴욕데님,질염예방여성면팬티,트임밴딩롱스커트,마리나요팅티셔츠,바스락스커트,달고나라인린넨원피스,비뮤즈맨션,김나영실리콘니플패치니플패드,다다있어민소매,리더잭텐셀풀스트링팬츠,올앤선드리원피스,자바나스반팔,골지니트여성니트,세루티니트,안지크원피스,올리브그린썸머하이웨이팬츠,남자머슬핏반팔무지티셔츠,코닥반팔티,누모브라렛,쌍방울하나만,남자냉장고바지시원한쿨아이스와이드슬랙스남자여름밴딩팬츠,컬럼비아유니버시티,어랏오브풀업드로즈80수모달,빅로고헬스티,페미닌럭비티셔츠,굿라이프웍스_아울렛,레이어드트임반팔티,무지여름반팔,비비안컴포트,벤티브팬츠,신영와코루슬림업,아우터,비비안컴포트브라
10,2019-06-21,15.24869,0.66782,0.0,0.09043,0.0,0.35478000000000165,0.0,0.10434000000000054,0.0,43.72168950233471,4.6747131902336037e-05,62.97762010472671,0.8832646624727207,0.0,0.0,0.0,0.0,0.2643400000000007,0.0,0.0,0.0,1.015650850542304,2.269703812274315e-05,2.269703812274315e-05,1.5582634585750093,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.0,0.17391000000000112,0.0,0.0,0.0,0.0,0.15304000000000073,0.0,0.0,0.05564999999999998,0.0,0.7304300000000001,0.0,0.0,0.4660800000000016,0.17391000000000112,1.21739,0.765209999999998,1.2869499999999992,1.474779999999999,0.0,0.45913000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.09739000000000075,0.0,0.16694999999999993,0.0,0.0,0.0,0.3408599999999993,0.10434000000000054,0.0,0.0,0.5286899999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1634700000000002,0.0
11,2019-06-22,14.49043,0.66782,0.0,0.06956,0.0,0.39652000000000065,0.0,0.04172999999999938,0.0,26.907565869207417,4.6747131902336037e-05,54.6574665121978,0.7513316958657903,0.0,0.0,0.0,0.0,0.11825999999999937,0.0,0.0,0.0,0.9600050891817844,2.269703812274315e-05,2.269703812274315e-05,0.9808656062152181,0.0,0.0,0.0,0.18085999999999913,0.0,0.0,0.0,0.12521000000000093,0.0,0.0,0.0,0.0,0.14608000000000132,0.0,0.0,0.0,0.0,0.7165199999999992,0.0,0.0,0.4660800000000016,0.13217000000000034,1.0365199999999994,0.7443399999999976,1.530429999999999,1.5165199999999999,0.0,0.38260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.11825999999999937,0.0,0.21565000000000012,0.0,0.0,0.0,0.5982599999999998,0.05564999999999998,0.0,0.0,0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5878200000000025,0.0
12,2019-06-23,17.71826,0.52173,0.0,0.05565,0.0,0.39652000000000065,0.0,0.04172999999999938,0.0,27.804919459541832,4.6747131902336037e-05,56.12495899394072,0.7094482144032774,0.0,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.0,0.8556493562005194,2.269703812274315e-05,2.269703812274315e-05,1.008715060802528,0.0,0.0,0.0,0.12521000000000093,0.0,0.0,0.0,0.15304000000000073,0.0,0.0,0.0,0.0,0.18782000000000032,0.0,0.0,0.07652000000000037,0.0,0.9321699999999993,0.0,0.0,0.9391300000000005,0.13912999999999975,1.0156500000000026,0.8069500000000023,1.94782,2.177389999999999,0.0,0.39652000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.17391000000000112,0.0,0.18782000000000032,0.0,0.0,0.0,0.37565000000000026,0.04172999999999938,0.0,0.0,0.40347000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3652099999999976,0.0
13,2019-06-24,18.09391,0.63304,0.0,0.04869,0.0,0.2852100000000011,0.0,0.07652000000000037,0.0,44.96667598880802,4.6747131902336037e-05,73.25896771673798,0.9665080818794713,0.0,0.0,0.0,0.0,0.18782000000000032,0.0,0.0,0.0,1.008715060802528,2.269703812274315e-05,2.269703812274315e-05,1.0504360948693918,0.0,0.0,0.0,0.09042999999999957,0.0,0.0,0.03477999999999959,0.13217000000000034,0.0,0.0,0.0,0.0,0.2921700000000005,0.0,0.0,0.048690000000000566,0.0,0.9947800000000022,0.0,0.0,0.7373899999999995,0.2225999999999999,1.530429999999999,0.7443399999999976,1.4539099999999987,1.9895600000000009,0.0,0.5286899999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.20172999999999952,0.0,0.2991299999999999,0.0,0.0,0.0,0.37565000000000026,0.0,0.0,0.0,0.2852100000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2539099999999976,0.0
14,2019-06-25,17.36347,0.64,0.0,0.09739,0.0,0.3200000000000003,0.0,0.05564999999999998,0.0,43.27667751179547,4.6747131902336037e-05,74.60185684112993,1.7528704463382212,0.0,0.0,0.0,0.0,0.2086900000000007,0.0,0.0,0.0,0.9878279698620442,2.269703812274315e-05,2.269703812274315e-05,0.6678249811784749,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.0,0.06955999999999918,0.0,0.0,0.0,0.0,0.36172999999999966,0.0,0.0,0.04172999999999938,0.0,1.0226000000000006,0.0,0.0,0.9947800000000022,0.13217000000000034,1.1617300000000004,0.8069500000000023,1.48869,2.093910000000001,0.0,0.5495599999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.11825999999999937,0.0,0.2086900000000007,0.0,0.0,0.0,0.40347000000000044,0.08347000000000016,0.0,0.0,0.45913000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1286900000000006,0.0
15,2019-06-26,17.3913,0.64,0.0,0.05565,0.0,0.5356500000000004,0.0,0.05564999999999998,0.0,41.801855420796606,4.6747131902336037e-05,72.42443934859735,0.9874498226107296,0.0,0.0,0.0,0.0,0.13217000000000034,0.0,0.0,0.0,0.9600050891817844,2.269703812274315e-05,2.269703812274315e-05,1.370439083552963,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.0,0.12521000000000093,0.0,0.0,0.0,0.0,0.17391000000000112,0.0,0.0,0.08347000000000016,0.0,0.8417300000000001,0.0,0.0,1.43304,0.13912999999999975,1.0226000000000006,0.6260800000000017,1.6208600000000004,1.73217,0.0,0.6330399999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.18782000000000032,0.0,0.2434700000000003,0.0,0.0,0.0,0.38260000000000005,0.15304000000000073,0.0,0.0,0.36869000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1565200000000004,0.0
16,2019-06-27,15.97217,0.72347,0.0,0.0,0.0,0.40347000000000044,0.0,0.08347000000000016,0.0,38.36531576679712,4.6747131902336037e-05,66.28170324860099,0.6330108607341831,0.0,0.0,0.0,0.0,0.18782000000000032,0.0,0.0,0.0,1.0852213391964813,2.269703812274315e-05,0.03478136745816229,0.8765364471410031,0.0,0.0,0.0,0.16694999999999993,0.0,0.0,0.0,0.07652000000000037,0.0,0.0,0.0,0.0,0.2643400000000007,0.0,0.0,0.048690000000000566,0.0,0.6678200000000007,0.0,0.0,0.6956500000000023,0.21565000000000012,1.1339099999999984,0.7026000000000003,1.3565199999999997,1.641729999999999,0.0,0.37565000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.16694999999999993,0.0,0.18782000000000032,0.0,0.0,0.0,0.34782000000000046,0.04172999999999938,0.0,0.0,0.4660800000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94782,0.0
17,2019-06-28,16.84869,0.68173,0.0,0.06956,0.0,0.2782599999999995,0.0,0.0,0.0,36.7931145813979,4.6747131902336037e-05,63.50587551467271,0.646622992209501,0.0,0.0,0.0,0.0,0.19477999999999973,0.0,0.0,0.0,0.8069659584868276,2.269703812274315e-05,2.269703812274315e-05,0.6539268277918691,0.0,0.0,0.0,0.09042999999999957,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.0,0.0,0.3269500000000001,0.0,0.0,0.0,0.0,0.7234700000000007,0.0,0.0,0.5495599999999996,0.13912999999999975,1.02956,0.7930399999999977,1.0643399999999996,1.3078199999999995,0.0,0.45913000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.13912999999999975,0.0,0.2504299999999997,0.0,0.0,0.0,0.45913000000000004,0.06259999999999977,0.0,0.0,0.47303999999999746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00347,0.0
18,2019-06-29,15.97217,0.47999,0.0,0.0626,0.0,0.45913000000000004,0.0,0.04172999999999938,0.0,24.166815551003985,4.6747131902336037e-05,57.59297501920193,0.7581377616034519,0.0,0.0,0.0,0.0,1.5512999999999995,0.0,0.0,0.0,0.8765364471410031,2.269703812274315e-05,2.269703812274315e-05,0.556533458457432,0.0,0.0,0.0,0.10434000000000054,0.0,0.0,0.0,0.09042999999999957,0.0,0.0,0.0,0.0,0.14608000000000132,0.0,0.0,0.0,0.0,0.6539100000000015,0.0,0.0,0.57043,0.05564999999999998,0.9460799999999985,0.7721699999999974,1.3078199999999995,1.6556499999999996,0.0,0.41042999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.2086900000000007,0.0,0.2643400000000007,0.0,0.0,0.0,0.4521700000000006,0.03477999999999959,0.0,0.0,0.4521700000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1565200000000004,0.0
19,2019-06-30,20.5913,0.45913,0.0,0.08347,0.0,0.4660800000000016,0.0,0.03477999999999959,0.0,26.135339179742267,4.6747131902336037e-05,57.66260630713337,0.8136333745412863,0.0,0.0,0.0,0.0,0.2852100000000011,0.0,0.0,0.0,0.9669674528286141,2.269703812274315e-05,2.269703812274315e-05,0.5495710948106058,0.0,0.0,0.0,0.04172999999999938,0.0,0.0,0.0,0.10434000000000054,0.0,0.0,0.0,0.0,0.3269500000000001,0.0,0.0,0.06955999999999918,0.0,0.9460799999999985,0.0,0.0,0.6191300000000002,0.18085999999999913,0.9460799999999985,0.7443399999999976,1.5791299999999993,2.3721700000000006,0.0,0.5843399999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.2225999999999999,0.0,0.2713000000000001,0.0,0.0,0.0,0.5982599999999998,0.0,0.0,0.0,0.45913000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0591299999999997,0.0
20,2019-07-01,20.0,0.63304,0.0,0.04869,0.0,0.3200000000000003,0.0,0.0,0.0,67.48532979713008,4.6747131902336037e-05,70.01038018580154,0.78588556807237,0.0,0.0,0.0,0.0,0.5147800000000018,0.0,0.0,0.0,0.8347888391670892,2.269703812274315e-05,0.03478136745816229,0.5982810664313494,0.0,0.0,0.0,0.06955999999999918,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.0,0.0,0.21565000000000012,0.0,0.0,0.10434000000000054,0.0,0.7721699999999974,0.0,0.0,0.5982599999999998,0.16000000000000014,1.2452099999999984,0.7791300000000003,1.3356499999999993,2.3582599999999996,0.0,0.43130000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.2434700000000003,0.0,0.37565000000000026,0.0,0.0,0.0,0.33391000000000126,0.08347000000000016,0.0,0.0,0.2643400000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8852100000000007,0.0
21,2019-07-02,18.12173,0.7513,0.0,0.1113,0.0,0.2434700000000003,0.0,0.048690000000000566,0.0,49.447161418260734,4.6747131902336037e-05,76.23635970520462,1.1895376206673713,0.0,0.0,0.0,0.0,0.8208599999999997,0.0,0.0,0.0,0.8000035948399997,2.269703812274315e-05,0.03478136745816229,0.5356729414240018,0.0,0.0,0.0,0.11825999999999937,0.0,0.0,0.05564999999999998,0.11825999999999937,0.0,0.0,0.0,0.0,0.17391000000000112,0.0,0.0,0.06955999999999918,0.0,0.9739099999999983,0.0,0.0,0.6608599999999996,0.17391000000000112,0.9182600000000001,0.7165199999999992,1.4956499999999995,2.337389999999999,0.0,0.37565000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.2643400000000007,0.0,0.5147800000000018,0.0,0.0,0.0,0.2713000000000001,0.08347000000000016,0.0,0.0,0.486950000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2121700000000004,0.0
22,2019-07-03,18.89391,0.55652,0.0,0.07652,0.0,0.40347000000000044,0.0,0.06955999999999918,0.0,45.99648608926765,4.6747131902336037e-05,73.03646172146837,1.022527238335588,0.0,0.0,0.0,0.0,0.3269500000000001,0.0,0.0,0.0,1.0365379414827878,2.269703812274315e-05,2.269703812274315e-05,0.5634958221042599,0.0,0.0,0.0,0.03477999999999959,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.0,0.0,0.16694999999999993,0.0,0.0,0.048690000000000566,0.0,0.9321699999999993,0.0,0.0,0.6400000000000006,0.16000000000000014,1.0226000000000006,0.6956500000000023,1.8504299999999994,1.933910000000001,0.0,0.47303999999999746,0.0,0.0,0.0,0.0,0.0,0.0,0.20172999999999952,0.0,0.5565200000000008,0.0,0.0,0.0,0.43130000000000024,0.09042999999999957,0.0,0.0,0.36869000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0243400000000005,0.0
23,2019-07-04,16.91826,0.64,0.0,0.04173,0.0,0.5495599999999996,0.0,0.06259999999999977,0.0,46.754577103739194,4.6747131902336037e-05,69.99676805432622,1.8921330222010901,0.0,0.0,0.0,0.0,0.2852100000000011,0.0,0.0,0.0,0.9252198448546967,2.269703812274315e-05,2.269703812274315e-05,0.5008876970969123,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.0,0.0,0.2504299999999997,0.0,0.0,0.11825999999999937,0.0,0.8139099999999981,0.0,0.0,0.57043,0.09739000000000075,0.9182600000000001,0.7443399999999976,1.6556499999999996,2.045210000000001,0.0,0.5147800000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.2782599999999995,0.0,0.47303999999999746,0.0,0.0,0.0,0.4521700000000006,0.048690000000000566,0.0,0.0,0.41738999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.260860000000001,0.0
