,기간,세븐틴
995,2022-03-04,3.2572
996,2022-03-05,4.44101
997,2022-03-06,4.21771
998,2022-03-07,3.83285
999,2022-03-08,4.49519
1000,2022-03-09,4.00558
1001,2022-03-10,5.50463
1002,2022-03-11,4.22329
1003,2022-03-12,4.2118
1004,2022-03-13,3.91035
1005,2022-03-14,3.52023
1006,2022-03-15,3.26081
1007,2022-03-16,3.1357
1008,2022-03-17,5.62515
1009,2022-03-18,3.74714
1010,2022-03-19,3.64567
1011,2022-03-20,3.79607
1012,2022-03-21,3.403
1013,2022-03-22,3.33864
1014,2022-03-23,3.51859
1015,2022-03-24,3.51793
1016,2022-03-25,4.58484
1017,2022-03-26,4.66102
1018,2022-03-27,5.15294
1019,2022-03-28,4.39766
1020,2022-03-29,3.34783
1021,2022-03-30,3.20794
1022,2022-03-31,3.1311
1023,2022-04-01,3.19251
1024,2022-04-02,3.31565
1025,2022-04-03,3.56194
1026,2022-04-04,3.44011
1027,2022-04-05,3.99868
1028,2022-04-06,7.55701
1029,2022-04-07,6.11608
1030,2022-04-08,4.32509
1031,2022-04-09,3.93563
1032,2022-04-10,3.85748
1033,2022-04-11,3.80921
1034,2022-04-12,3.48115
1035,2022-04-13,3.5928
1036,2022-04-14,3.72908
1037,2022-04-15,5.86191
1038,2022-04-16,4.96412
1039,2022-04-17,4.67547
1040,2022-04-18,4.06928
1041,2022-04-19,3.6066
1042,2022-04-20,3.95501
1043,2022-04-21,3.71857
1044,2022-04-22,4.42131
1045,2022-04-23,3.90641
1046,2022-04-24,3.76914
1047,2022-04-25,3.58952
1048,2022-04-26,3.65946
1049,2022-04-27,3.63845
1050,2022-04-28,3.58788
1051,2022-04-29,3.46441
1052,2022-04-30,3.8913
1053,2022-05-01,3.76258
1054,2022-05-02,5.92496
1055,2022-05-03,5.2462
1056,2022-05-04,6.54461
1057,2022-05-05,5.16542
1058,2022-05-06,4.53
1059,2022-05-07,4.34479
1060,2022-05-08,5.12732
1061,2022-05-09,8.88761
1062,2022-05-10,5.45538
1063,2022-05-11,4.52934
1064,2022-05-12,4.56218
1065,2022-05-13,3.8161
1066,2022-05-14,5.74566
1067,2022-05-15,4.67941
1068,2022-05-16,4.06731
1069,2022-05-17,4.18684
1070,2022-05-18,4.3622
1071,2022-05-19,4.59535
1072,2022-05-20,4.59206
1073,2022-05-21,4.62917
1074,2022-05-22,4.76052
1075,2022-05-23,4.7093
1076,2022-05-24,4.45677
1077,2022-05-25,4.2824
1078,2022-05-26,5.41531
1079,2022-05-27,11.24669
1080,2022-05-28,14.25925
1081,2022-05-29,11.93268
1082,2022-05-30,8.55003
1083,2022-05-31,8.9789
1084,2022-06-01,9.79821
1085,2022-06-02,9.99786
1086,2022-06-03,8.63114
1087,2022-06-04,8.11493
1088,2022-06-05,9.1884
1089,2022-06-06,7.78852
1090,2022-06-07,6.71077
1091,2022-06-08,6.06386
1092,2022-06-09,5.59362
1093,2022-06-10,6.09276
1094,2022-06-11,6.07503
1095,2022-06-12,6.19817
