,기간,아우터
999,2022-03-08,4.51478
1000,2022-03-09,4.80695
1001,2022-03-10,4.65391
1002,2022-03-11,4.5426
1003,2022-03-12,5.0713
1004,2022-03-13,4.83478
1005,2022-03-14,4.54956
1006,2022-03-15,4.36173
1007,2022-03-16,4.25739
1008,2022-03-17,3.95826
1009,2022-03-18,3.83304
1010,2022-03-19,4.01391
1011,2022-03-20,3.9026
1012,2022-03-21,3.92347
1013,2022-03-22,3.95826
1014,2022-03-23,4.52869
1015,2022-03-24,3.93739
1016,2022-03-25,3.4226
1017,2022-03-26,4.02086
1018,2022-03-27,3.86782
1019,2022-03-28,4.16
1020,2022-03-29,3.59652
1021,2022-03-30,3.78434
1022,2022-03-31,3.4226
1023,2022-04-01,3.34608
1024,2022-04-02,3.76347
1025,2022-04-03,3.68695
1026,2022-04-04,3.80521
1027,2022-04-05,4.02086
1028,2022-04-06,3.73565
1029,2022-04-07,3.56173
1030,2022-04-08,3.22086
1031,2022-04-09,2.90086
1032,2022-04-10,2.6713
1033,2022-04-11,2.56695
1034,2022-04-12,2.47652
1035,2022-04-13,2.5113
1036,2022-04-14,2.37913
1037,2022-04-15,2.05913
1038,2022-04-16,2.4626
1039,2022-04-17,2.57391
1040,2022-04-18,2.38608
1041,2022-04-19,2.37913
1042,2022-04-20,2.25391
1043,2022-04-21,1.85739
1044,2022-04-22,2.05217
1045,2022-04-23,1.97565
1046,2022-04-24,2.04521
1047,2022-04-25,1.87826
1048,2022-04-26,1.78782
1049,2022-04-27,1.64869
1050,2022-04-28,1.77391
1051,2022-04-29,2.07304
1052,2022-04-30,1.83652
1053,2022-05-01,1.83652
1054,2022-05-02,2.05913
1055,2022-05-03,2.02434
1056,2022-05-04,1.66956
1057,2022-05-05,1.64869
1058,2022-05-06,1.47478
1059,2022-05-07,1.41913
1060,2022-05-08,1.6
1061,2022-05-09,2.05217
1062,2022-05-10,1.66956
1063,2022-05-11,1.95478
1064,2022-05-12,1.68347
1065,2022-05-13,1.37043
1066,2022-05-14,1.67652
1067,2022-05-15,1.70434
1068,2022-05-16,1.63478
1069,2022-05-17,1.6626
1070,2022-05-18,1.87826
1071,2022-05-19,1.68347
1072,2022-05-20,1.29391
1073,2022-05-21,1.41217
1074,2022-05-22,1.41217
1075,2022-05-23,1.26608
1076,2022-05-24,1.24521
1077,2022-05-25,1.13391
1078,2022-05-26,1.13391
1079,2022-05-27,0.97391
1080,2022-05-28,1.03652
1081,2022-05-29,0.95304
1082,2022-05-30,1.00869
1083,2022-05-31,1.22434
1084,2022-06-01,1.14782
1085,2022-06-02,1.21043
1086,2022-06-03,1.05739
1087,2022-06-04,0.99478
1088,2022-06-05,1.16869
1089,2022-06-06,1.11304
1090,2022-06-07,1.12695
1091,2022-06-08,1.12695
1092,2022-06-09,1.15478
1093,2022-06-10,0.85565
1094,2022-06-11,1.08521
1095,2022-06-12,1.16869
