,기간,캠핑
999,2022-03-08,16.63304
1000,2022-03-09,15.94434
1001,2022-03-10,18.51826
1002,2022-03-11,18.81739
1003,2022-03-12,19.86086
1004,2022-03-13,23.22782
1005,2022-03-14,21.57217
1006,2022-03-15,20.05565
1007,2022-03-16,20.32695
1008,2022-03-17,20.4313
1009,2022-03-18,19.25565
1010,2022-03-19,18.76869
1011,2022-03-20,20.97391
1012,2022-03-21,22.1426
1013,2022-03-22,21.0226
1014,2022-03-23,20.76521
1015,2022-03-24,18.85913
1016,2022-03-25,19.77043
1017,2022-03-26,28.38956
1018,2022-03-27,29.65565
1019,2022-03-28,29.41217
1020,2022-03-29,27.51304
1021,2022-03-30,26.52521
1022,2022-03-31,24.61913
1023,2022-04-01,25.56521
1024,2022-04-02,24.52869
1025,2022-04-03,25.44695
1026,2022-04-04,29.09217
1027,2022-04-05,26.30956
1028,2022-04-06,26.33739
1029,2022-04-07,25.66956
1030,2022-04-08,24.88347
1031,2022-04-09,23.50608
1032,2022-04-10,26.11478
1033,2022-04-11,30.05913
1034,2022-04-12,27.45739
1035,2022-04-13,25.50956
1036,2022-04-14,26.10782
1037,2022-04-15,26.8313
1038,2022-04-16,26.6226
1039,2022-04-17,30.44869
1040,2022-04-18,31.57565
1041,2022-04-19,29.63478
1042,2022-04-20,28.42434
1043,2022-04-21,26.78956
1044,2022-04-22,27.07478
1045,2022-04-23,25.92
1046,2022-04-24,30.19826
1047,2022-04-25,30.8313
1048,2022-04-26,30.76869
1049,2022-04-27,27.62434
1050,2022-04-28,27.68
1051,2022-04-29,27.36695
1052,2022-04-30,25.50956
1053,2022-05-01,31.88173
1054,2022-05-02,36.02086
1055,2022-05-03,32.5913
1056,2022-05-04,31.54086
1057,2022-05-05,28.18782
1058,2022-05-06,26.73391
1059,2022-05-07,23.47826
1060,2022-05-08,28.22956
1061,2022-05-09,31.29739
1062,2022-05-10,28.34782
1063,2022-05-11,25.54434
1064,2022-05-12,26.10782
1065,2022-05-13,24.40347
1066,2022-05-14,24.04869
1067,2022-05-15,28.36173
1068,2022-05-16,31.61043
1069,2022-05-17,28.2713
1070,2022-05-18,27.59652
1071,2022-05-19,27.07478
1072,2022-05-20,26.4626
1073,2022-05-21,25.67652
1074,2022-05-22,31.29739
1075,2022-05-23,30.98434
1076,2022-05-24,29.89217
1077,2022-05-25,27.68695
1078,2022-05-26,26.59478
1079,2022-05-27,26.05913
1080,2022-05-28,25.76695
1081,2022-05-29,33.96173
1082,2022-05-30,37.37043
1083,2022-05-31,30.44173
1084,2022-06-01,31.88173
1085,2022-06-02,34.91478
1086,2022-06-03,37.76
1087,2022-06-04,34.31652
1088,2022-06-05,28.41043
1089,2022-06-06,27.78434
1090,2022-06-07,26.08695
1091,2022-06-08,24.54956
1092,2022-06-09,23.93739
1093,2022-06-10,22.65739
1094,2022-06-11,21.06434
1095,2022-06-12,24.46608
