,기간,잠옷,현재는아름다워옷,쎄르페,드로우즈팬티,비비안컴포트브라,아우터,신영와코루슬림업,컬럼비아유니버시티,쌍방울하나만,누모브라렛,코닥반팔티,올리브그린썸머하이웨이팬츠,안지크원피스,세루티니트,리더잭텐셀풀스트링팬츠,올앤선드리원피스,비뮤즈맨션,바스락스커트,마리나요팅티셔츠,맥스튜어트뉴욕데님,비비안컴포트브라팬티,엉뽕,리바이스쿨진여성,폴로반팔셔츠,여성롱원피스,리스트바지,신혼부부,가니송,러브이즈트루,테니스원피스,커클랜드티셔츠,유에르,여성반팔가디건,테이핑브라,지오다노101221,마드제이,트위드반팔,테이퍼드세미와이드청바지,레이지카키하프조거팬츠,반팔청자켓,디키즈874여자,셀린느티셔츠,클로앤차이가디건형니트,닉스조거팬츠,딜레탕티즘,유니클로마르니,여성여름정장,마틴발썸머울카라니트,나이키더블스우시후드집업,여성정장하객룩,에바큐브,스프리스기능성바람막이,한지민가디건,모르간썸머원피스,법복,리린,행텐10320-150-404-51,안나수이원피스,비비안마이핏네모팬티,나이스,올리비아로렌티셔츠
10,2019-06-23,17.71826,0.0,0.0,0.0,0.0,2.3652099999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.40347000000000044,0.0,0.0,0.37565000000000026,0.18782000000000032,0.17391000000000112,0.0,0.0,0.0,0.39652000000000065,0.0,2.177389999999999,1.94782,0.8069500000000023,1.0156500000000026,0.13912999999999975,0.9391300000000005,0.9321699999999993,0.07652000000000037,0.0,0.18782000000000032,0.0,0.0,0.0,0.15304000000000073,0.0,0.0,0.12521000000000093,0.0,1.0086899999999996,0.0,0.0,0.0,2.269703812274315e-05,0.8556493562005194,2.269703812274315e-05,2.269703812274315e-05,0.0,0.11129999999999995,0.0,0.0,4.643076170651739e-06,0.7095595181354231,56.125217168584754,4.643076170651739e-06,0.04140668507613654,4.6747131902336037e-05,27.804919459541832,0.3963691904709652
11,2019-06-24,18.09391,0.0,0.0,0.0,0.0,2.2539099999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.2852100000000011,0.0,0.0,0.37565000000000026,0.2991299999999999,0.20172999999999952,0.0,0.0,0.0,0.5286899999999992,0.0,1.9895600000000009,1.4539099999999987,0.7443399999999976,1.530429999999999,0.2225999999999999,0.7373899999999995,0.9947800000000022,0.048690000000000566,0.0,0.2921700000000005,0.0,0.0,0.0,0.13217000000000034,0.0,0.0,0.09042999999999957,0.0,1.0504300000000004,0.0,0.0,0.0,2.269703812274315e-05,1.008715060802528,2.269703812274315e-05,2.269703812274315e-05,0.0,0.18782000000000032,0.0,0.0,4.643076170651739e-06,0.9669507421504715,73.25912897611035,4.643076170651739e-06,0.07648410080099488,4.6747131902336037e-05,44.96667598880802,0.2848544210770143
12,2019-06-25,17.36347,0.0,0.0,0.0,0.0,2.1286900000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.45913000000000004,0.0,0.0,0.40347000000000044,0.2086900000000007,0.11825999999999937,0.0,0.0,0.0,0.5495599999999996,0.0,2.093910000000001,1.48869,0.8069500000000023,1.1617300000000004,0.13217000000000034,0.9947800000000022,1.0226000000000006,0.04172999999999938,0.0,0.36172999999999966,0.0,0.0,0.0,0.06955999999999918,0.0,0.0,0.08347000000000016,0.0,0.6678200000000007,0.0,0.0,0.0,2.269703812274315e-05,0.9878279698620442,2.269703812274315e-05,2.269703812274315e-05,0.0,0.2086900000000007,0.0,0.0,4.643076170651739e-06,1.7530384021635044,74.60174104805716,4.643076170651739e-06,0.055542360069736674,4.6747131902336037e-05,43.27667751179547,0.3199318368018709
13,2019-06-26,17.3913,0.0,0.0,0.0,0.0,2.1565200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.36869000000000085,0.0,0.0,0.38260000000000005,0.2434700000000003,0.18782000000000032,0.0,0.0,0.0,0.6330399999999976,0.0,1.73217,1.6208600000000004,0.6260800000000017,1.0226000000000006,0.13912999999999975,1.43304,0.8417300000000001,0.08347000000000016,0.0,0.17391000000000112,0.0,0.0,0.0,0.12521000000000093,0.0,0.0,0.08347000000000016,0.0,1.3704300000000007,0.0,0.0,0.0,2.269703812274315e-05,0.9600050891817844,2.269703812274315e-05,2.269703812274315e-05,0.0,0.13217000000000034,0.0,0.0,4.643076170651739e-06,0.9878275752326644,72.42434820934001,4.643076170651739e-06,0.055542360069736674,4.6747131902336037e-05,41.801855420796606,0.5356317663338341
14,2019-06-27,15.97217,0.0,0.0,0.0,0.0,1.94782,0.0,0.0,0.0,0.0,0.0,0.0,0.4660800000000016,0.0,0.0,0.34782000000000046,0.18782000000000032,0.16694999999999993,0.0,0.0,0.0,0.37565000000000026,0.0,1.641729999999999,1.3565199999999997,0.7026000000000003,1.1339099999999984,0.21565000000000012,0.6956500000000023,0.6678200000000007,0.048690000000000566,0.0,0.2643400000000007,0.0,0.0,0.0,0.07652000000000037,0.0,0.0,0.16694999999999993,0.0,0.8765199999999993,0.0,0.0,0.03477999999999959,2.269703812274315e-05,1.0852213391964813,2.269703812274315e-05,2.269703812274315e-05,0.0,0.18782000000000032,0.0,0.0,4.643076170651739e-06,0.6330384354423408,66.28173795176832,4.643076170651739e-06,0.08329016653865295,4.6747131902336037e-05,38.36531576679712,0.40317525620862327
15,2019-06-28,16.84869,0.0,0.0,0.0,0.0,2.00347,0.0,0.0,0.0,0.0,0.0,0.0,0.47303999999999746,0.0,0.0,0.45913000000000004,0.2504299999999997,0.13912999999999975,0.0,0.0,0.0,0.45913000000000004,0.0,1.3078199999999995,1.0643399999999996,0.7930399999999977,1.02956,0.13912999999999975,0.5495599999999996,0.7234700000000007,0.0,0.0,0.3269500000000001,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.09042999999999957,0.0,0.6539100000000015,0.0,0.0,0.0,2.269703812274315e-05,0.8069659584868276,2.269703812274315e-05,2.269703812274315e-05,0.0,0.19477999999999973,0.0,0.0,4.643076170651739e-06,0.6469524234102373,63.50609043947439,4.643076170651739e-06,4.6747131902336037e-05,4.6747131902336037e-05,36.7931145813979,0.27804835533935446
16,2019-06-29,15.97217,0.0,0.0,0.0,0.0,2.1565200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.4521700000000006,0.0,0.0,0.4521700000000006,0.2643400000000007,0.2086900000000007,0.0,0.0,0.0,0.41042999999999985,0.0,1.6556499999999996,1.3078199999999995,0.7721699999999974,0.9460799999999985,0.05564999999999998,0.57043,0.6539100000000015,0.0,0.0,0.14608000000000132,0.0,0.0,0.0,0.09042999999999957,0.0,0.0,0.10434000000000054,0.0,0.5565200000000008,0.0,0.0,0.0,2.269703812274315e-05,0.8765364471410031,2.269703812274315e-05,2.269703812274315e-05,0.0,1.5512999999999995,0.0,0.0,4.643076170651739e-06,0.7582643271534106,57.59304342998195,4.643076170651739e-06,0.04140668507613654,4.6747131902336037e-05,24.166815551003985,0.4586708691464576
17,2019-06-30,20.5913,0.0,0.0,0.0,0.0,2.0591299999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.45913000000000004,0.0,0.0,0.5982599999999998,0.2713000000000001,0.2225999999999999,0.0,0.0,0.0,0.5843399999999974,0.0,2.3721700000000006,1.5791299999999993,0.7443399999999976,0.9460799999999985,0.18085999999999913,0.6191300000000002,0.9460799999999985,0.06955999999999918,0.0,0.3269500000000001,0.0,0.0,0.0,0.10434000000000054,0.0,0.0,0.04172999999999938,0.0,0.5495599999999996,0.0,0.0,0.0,2.269703812274315e-05,0.9669674528286141,2.269703812274315e-05,2.269703812274315e-05,0.0,0.2852100000000011,0.0,0.0,4.643076170651739e-06,0.8139085767643035,57.662601667560736,4.643076170651739e-06,0.03460061933847669,4.6747131902336037e-05,26.135339179742267,0.46600047840239966
18,2019-07-01,20.0,0.0,0.0,0.0,0.0,1.8852100000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.2643400000000007,0.0,0.0,0.33391000000000126,0.37565000000000026,0.2434700000000003,0.0,0.0,0.0,0.43130000000000024,0.0,2.3582599999999996,1.3356499999999993,0.7791300000000003,1.2452099999999984,0.16000000000000014,0.5982599999999998,0.7721699999999974,0.10434000000000054,0.0,0.21565000000000012,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.06955999999999918,0.0,0.5982599999999998,0.0,0.0,0.03477999999999959,2.269703812274315e-05,0.8347888391670892,2.269703812274315e-05,2.269703812274315e-05,0.0,0.5147800000000018,0.0,0.0,4.643076170651739e-06,0.7860806008285088,70.01042927742934,4.643076170651739e-06,4.6747131902336037e-05,4.6747131902336037e-05,67.48532979713008,0.3199318368018709
19,2019-07-02,18.12173,0.0,0.0,0.0,0.0,2.2121700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.486950000000002,0.0,0.0,0.2713000000000001,0.5147800000000018,0.2643400000000007,0.0,0.0,0.0,0.37565000000000026,0.0,2.337389999999999,1.4956499999999995,0.7165199999999992,0.9182600000000001,0.17391000000000112,0.6608599999999996,0.9739099999999983,0.06955999999999918,0.0,0.17391000000000112,0.0,0.0,0.0,0.11825999999999937,0.0,0.0,0.11825999999999937,0.0,0.5356500000000004,0.0,0.0,0.03477999999999959,2.269703812274315e-05,0.8000035948399997,2.269703812274315e-05,2.269703812274315e-05,0.0,0.8208599999999997,0.0,0.0,4.643076170651739e-06,1.1895628473761235,76.2365234628084,4.643076170651739e-06,0.04873629433207505,4.6747131902336037e-05,49.447161418260734,0.24349448313277833
20,2019-07-03,18.89391,0.0,0.0,0.0,0.0,2.0243400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.36869000000000085,0.0,0.0,0.43130000000000024,0.5565200000000008,0.20172999999999952,0.0,0.0,0.0,0.47303999999999746,0.0,1.933910000000001,1.8504299999999994,0.6956500000000023,1.0226000000000006,0.16000000000000014,0.6400000000000006,0.9321699999999993,0.048690000000000566,0.0,0.16694999999999993,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.03477999999999959,0.0,0.5634700000000006,0.0,0.0,0.0,2.269703812274315e-05,1.0365379414827878,2.269703812274315e-05,2.269703812274315e-05,0.0,0.3269500000000001,0.0,0.0,4.643076170651739e-06,1.0226066940220573,73.0365168708847,4.643076170651739e-06,0.06915449154505104,4.6747131902336037e-05,45.99648608926765,0.40317525620862327
21,2019-07-04,16.91826,0.0,0.0,0.0,0.0,2.260860000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.41738999999999926,0.0,0.0,0.4521700000000006,0.47303999999999746,0.2782599999999995,0.0,0.0,0.0,0.5147800000000018,0.0,2.045210000000001,1.6556499999999996,0.7443399999999976,0.9182600000000001,0.09739000000000075,0.57043,0.8139099999999981,0.11825999999999937,0.0,0.2504299999999997,0.0,0.0,0.0,0.08347000000000016,0.0,0.0,0.11129999999999995,0.0,0.5008599999999994,0.0,0.0,0.0,2.269703812274315e-05,0.9252198448546967,2.269703812274315e-05,2.269703812274315e-05,0.0,0.2852100000000011,0.0,0.0,4.643076170651739e-06,1.8921782818424724,69.99651528946143,4.643076170651739e-06,0.06234842580739475,4.6747131902336037e-05,46.754577103739194,0.5492438978091485
22,2019-07-05,16.43826,0.0,0.0,0.0,0.0,1.906080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.38260000000000005,0.0,0.0,0.4452100000000012,0.5426000000000002,0.17391000000000112,0.0,0.0,0.0,0.38260000000000005,0.0,1.94782,1.3356499999999993,0.7860800000000019,5.440000000000001,0.11129999999999995,0.43825999999999965,0.8208599999999997,0.05564999999999998,0.0,0.20172999999999952,0.0,0.0,0.0,0.06955999999999918,0.0,0.0,0.03477999999999959,0.0,0.45913000000000004,0.0,0.0,0.0,2.269703812274315e-05,0.9252198448546967,2.269703812274315e-05,2.269703812274315e-05,0.0,0.38260000000000005,0.0,0.0,4.643076170651739e-06,1.126955752650936,61.93391511944833,4.643076170651739e-06,0.09742584153224954,4.6747131902336037e-05,43.902312016141806,0.4173109312022216
23,2019-07-06,16.1113,0.0,0.0,0.0,0.0,2.1217299999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.4939100000000014,0.0,0.0,0.7165199999999992,0.22955999999999932,0.2225999999999999,0.0,0.0,0.0,0.40347000000000044,0.0,1.9547800000000013,1.2939099999999986,0.8417300000000001,3.1304300000000005,0.10434000000000054,0.38955999999999946,0.8834699999999991,0.08347000000000016,0.0,0.17391000000000112,0.0,0.0,0.0,0.15304000000000073,0.0,0.0,0.06955999999999918,0.0,0.43130000000000024,0.0,0.0,0.0,2.269703812274315e-05,0.9252198448546967,2.269703812274315e-05,2.269703812274315e-05,0.0,0.21565000000000012,0.0,0.0,4.643076170651739e-06,1.0017415632005626,54.78956794175224,4.643076170651739e-06,0.04873629433207505,4.6747131902336037e-05,28.96666252660839,0.46600047840239966
24,2019-07-07,19.24173,0.0,0.0,0.0,0.0,1.8921700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.40347000000000044,0.0,0.0,0.4521700000000006,0.47303999999999746,0.2852100000000011,0.0,0.0,0.0,0.4939100000000014,0.0,2.33043,1.7808600000000006,0.9739099999999983,1.8504299999999994,0.06259999999999977,0.5008599999999994,0.8486899999999995,0.0,0.0,0.2643400000000007,0.0,0.0,0.0,0.06955999999999918,0.0,0.0,0.10434000000000054,0.0,0.5982599999999998,0.0,0.0,0.0,2.269703812274315e-05,1.1061084301369632,2.269703812274315e-05,2.269703812274315e-05,0.0,0.38260000000000005,0.0,0.0,4.643076170651739e-06,0.9321716233610751,55.568692756650975,4.643076170651739e-06,0.055542360069736674,4.6747131902336037e-05,35.06751514514222,0.4518648034088013
25,2019-07-08,18.92173,0.0,0.0,0.0,0.0,1.906080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.57043,0.0,0.0,0.6400000000000006,0.45913000000000004,0.18782000000000032,0.0,0.0,0.0,0.5495599999999996,0.0,2.4695599999999995,1.5652100000000004,0.6260800000000017,1.9825999999999997,0.048690000000000566,0.5913000000000004,1.0156500000000026,0.09042999999999957,0.0,0.15304000000000073,0.0,0.0,0.0,0.11825999999999937,0.0,0.0,0.08347000000000016,0.0,0.5913000000000004,0.0,0.0,0.0,2.269703812274315e-05,0.918257481207867,2.269703812274315e-05,2.269703812274315e-05,0.0,0.2852100000000011,0.0,0.0,4.643076170651739e-06,1.3634818458444844,70.39999753600904,4.643076170651739e-06,0.03460061933847669,4.6747131902336037e-05,59.56149864794021,0.4586708691464576
26,2019-07-09,18.33739,0.0,0.0,0.0,0.0,2.038260000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000006,0.0,0.0,0.41738999999999926,0.7930399999999977,0.2434700000000003,0.0,0.0,0.0,0.4521700000000006,0.0,1.9547800000000013,1.6278199999999998,0.765209999999998,1.4539099999999987,0.06955999999999918,0.6121700000000008,0.8904300000000003,0.06259999999999977,0.0,0.18085999999999913,0.0,0.0,0.0,0.11129999999999995,0.0,0.0,0.16694999999999993,0.0,0.5426000000000002,0.0,0.0,0.0,2.269703812274315e-05,0.7304331061858242,2.269703812274315e-05,2.269703812274315e-05,0.0,0.30608000000000146,0.0,0.0,4.643076170651739e-06,1.2313048112798128,70.62260964123469,4.643076170651739e-06,0.06915449154505104,4.6747131902336037e-05,59.29763271472635,0.4309230626775413
27,2019-07-10,16.95304,0.0,0.0,0.0,0.0,2.0243400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.4660800000000016,0.0,0.0,0.3200000000000003,0.5426000000000002,0.17391000000000112,0.0,0.0,0.0,0.41738999999999926,0.0,1.7043400000000002,1.4817300000000007,0.6539100000000015,1.6139100000000006,0.12521000000000093,0.7095599999999997,0.9669500000000024,0.0,0.0,0.2086900000000007,0.0,0.0,0.0,0.07652000000000037,0.0,0.0,0.2504299999999997,0.0,0.4452100000000012,0.0,0.0,0.0,2.269703812274315e-05,0.9321822085015246,2.269703812274315e-05,2.269703812274315e-05,0.0,0.20172999999999952,0.0,0.0,4.643076170651739e-06,0.8139085767643035,67.93738549734107,4.643076170651739e-06,0.06234842580739475,4.6747131902336037e-05,66.16338241346939,0.34087357753313086
28,2019-07-11,16.77217,0.0,0.0,0.0,0.0,2.1843400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.6121700000000008,0.0,0.0,0.5217299999999998,0.5356500000000004,0.2713000000000001,0.0,0.0,0.0,0.4452100000000012,0.0,1.3495600000000003,1.4539099999999987,0.7095599999999997,1.3565199999999997,0.16694999999999993,0.5286899999999992,0.8626000000000005,0.05564999999999998,0.0,0.19477999999999973,0.0,0.0,0.0,0.12521000000000093,0.0,0.0,0.18782000000000032,0.0,0.4243400000000008,0.0,0.0,0.0,2.269703812274315e-05,0.7234973164460445,2.269703812274315e-05,2.269703812274315e-05,0.0,0.2225999999999999,0.0,0.0,4.643076170651739e-06,0.9182576353931804,64.68869750092074,4.643076170651739e-06,0.03460061933847669,4.6747131902336037e-05,79.26244124087145,0.4099813219462831
29,2019-07-12,14.18434,0.0,0.0,0.0,0.0,1.8365200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.4243400000000008,0.0,0.0,0.2504299999999997,0.2921700000000005,0.18085999999999913,0.0,0.0,0.0,0.43825999999999965,0.0,1.4121699999999997,1.1478199999999994,0.4799900000000008,0.9808599999999998,0.09739000000000075,0.37565000000000026,0.9252099999999981,0.03477999999999959,0.0,0.16000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.14608000000000132,0.0,0.6678200000000007,0.0,0.0,0.0,2.269703812274315e-05,0.779143077806566,2.269703812274315e-05,2.269703812274315e-05,0.0,0.13217000000000034,0.0,0.0,4.643076170651739e-06,0.8556505406679928,58.87303670494286,4.643076170651739e-06,0.055542360069736674,4.6747131902336037e-05,91.1029014503249,0.38956312473330534
