,기간,정태옥
1000,2022-03-09,0.27826
1001,2022-03-10,0.39652
1002,2022-03-11,0.22956
1003,2022-03-12,0.26434
1004,2022-03-13,0.13913
1005,2022-03-14,0.20869
1006,2022-03-15,0.28521
1007,2022-03-16,0.41043
1008,2022-03-17,0.50782
1009,2022-03-18,0.22956
1010,2022-03-19,0.21565
1011,2022-03-20,0.28521
1012,2022-03-21,0.29913
1013,2022-03-22,0.37565
1014,2022-03-23,0.32
1015,2022-03-24,0.22956
1016,2022-03-25,0.21565
1017,2022-03-26,0.09739
1018,2022-03-27,0.13913
1019,2022-03-28,0.11826
1020,2022-03-29,0.16
1021,2022-03-30,0.2226
1022,2022-03-31,0.24347
1023,2022-04-01,0.19478
1024,2022-04-02,0.09739
1025,2022-04-03,0.17391
1026,2022-04-04,0.21565
1027,2022-04-05,0.29913
1028,2022-04-06,0.2713
1029,2022-04-07,0.27826
1030,2022-04-08,0.2226
1031,2022-04-09,0.17391
1032,2022-04-10,0.17391
1033,2022-04-11,0.2226
1034,2022-04-12,0.28521
1035,2022-04-13,0.27826
1036,2022-04-14,0.33391
1037,2022-04-15,0.18782
1038,2022-04-16,0.24347
1039,2022-04-17,0.14608
1040,2022-04-18,0.29913
1041,2022-04-19,0.22956
1042,2022-04-20,0.23652
1043,2022-04-21,0.2226
1044,2022-04-22,0.20869
1045,2022-04-23,0.31304
1046,2022-04-24,0.21565
1047,2022-04-25,0.26434
1048,2022-04-26,0.33391
1049,2022-04-27,0.32695
1050,2022-04-28,0.44521
1051,2022-04-29,0.42434
1052,2022-04-30,0.25739
1053,2022-05-01,0.15304
1054,2022-05-02,0.28521
1055,2022-05-03,0.28521
1056,2022-05-04,0.25043
1057,2022-05-05,0.31304
1058,2022-05-06,0.58434
1059,2022-05-07,0.62608
1060,2022-05-08,0.56347
1061,2022-05-09,0.44521
1062,2022-05-10,0.30608
1063,2022-05-11,0.33391
1064,2022-05-12,2.48347
1065,2022-05-13,0.81391
1066,2022-05-14,0.53565
1067,2022-05-15,0.37565
1068,2022-05-16,0.35478
1069,2022-05-17,0.48695
1070,2022-05-18,0.42434
1071,2022-05-19,0.61217
1072,2022-05-20,0.56347
1073,2022-05-21,0.2713
1074,2022-05-22,0.27826
1075,2022-05-23,0.42434
1076,2022-05-24,0.29217
1077,2022-05-25,0.36869
1078,2022-05-26,3.24869
1079,2022-05-27,1.07826
1080,2022-05-28,0.47999
1081,2022-05-29,0.36173
1082,2022-05-30,0.29217
1083,2022-05-31,0.39652
1084,2022-06-01,1.0713
1085,2022-06-02,2.70608
1086,2022-06-03,1.25217
1087,2022-06-04,0.43826
1088,2022-06-05,0.31304
1089,2022-06-06,0.45217
1090,2022-06-07,1.23826
1091,2022-06-08,1.33565
1092,2022-06-09,0.65391
1093,2022-06-10,0.56347
1094,2022-06-11,0.34086
1095,2022-06-12,0.2226
