,기간,선바
1058,2022-05-06,0.29668
1059,2022-05-07,0.34238
1060,2022-05-08,0.33746
1061,2022-05-09,0.26083
1062,2022-05-10,0.27348
1063,2022-05-11,0.38878
1064,2022-05-12,0.33043
1065,2022-05-13,0.25169
1066,2022-05-14,0.31848
1067,2022-05-15,0.33324
1068,2022-05-16,0.31918
1069,2022-05-17,0.3241
1070,2022-05-18,0.35996
1071,2022-05-19,0.28754
1072,2022-05-20,0.27137
1073,2022-05-21,0.29527
1074,2022-05-22,0.41128
1075,2022-05-23,0.25239
1076,2022-05-24,0.21021
1077,2022-05-25,0.23762
1078,2022-05-26,0.2327
1079,2022-05-27,0.36909
1080,2022-05-28,0.30723
1081,2022-05-29,0.33324
1082,2022-05-30,0.24887
1083,2022-05-31,0.20458
1084,2022-06-01,0.2559
1085,2022-06-02,0.23833
1086,2022-06-03,0.26223
1087,2022-06-04,0.25942
1088,2022-06-05,0.28262
1089,2022-06-06,0.24255
1090,2022-06-07,0.23692
1091,2022-06-08,0.25028
1092,2022-06-09,0.25661
1093,2022-06-10,0.26434
1094,2022-06-11,0.26012
1095,2022-06-12,0.26926
