,기간,방탄소년단
996,2022-03-05,9.39041
997,2022-03-06,10.78942
998,2022-03-07,9.61326
999,2022-03-08,11.08687
1000,2022-03-09,13.77028
1001,2022-03-10,16.79562
1002,2022-03-11,13.48907
1003,2022-03-12,13.55402
1004,2022-03-13,15.84161
1005,2022-03-14,12.25455
1006,2022-03-15,10.18651
1007,2022-03-16,9.49395
1008,2022-03-17,9.14002
1009,2022-03-18,8.80516
1010,2022-03-19,11.05957
1011,2022-03-20,9.7394
1012,2022-03-21,8.75032
1013,2022-03-22,8.48911
1014,2022-03-23,8.71361
1015,2022-03-24,9.71469
1016,2022-03-25,8.7275
1017,2022-03-26,8.27732
1018,2022-03-27,9.54855
1019,2022-03-28,15.21071
1020,2022-03-29,12.05005
1021,2022-03-30,10.34206
1022,2022-03-31,9.65774
1023,2022-04-01,12.2529
1024,2022-04-02,11.78414
1025,2022-04-03,12.01217
1026,2022-04-04,33.7435
1027,2022-04-05,14.07973
1028,2022-04-06,11.94769
1029,2022-04-07,9.90907
1030,2022-04-08,10.71247
1031,2022-04-09,12.83651
1032,2022-04-10,14.20681
1033,2022-04-11,12.29856
1034,2022-04-12,13.41612
1035,2022-04-13,11.78367
1036,2022-04-14,9.77022
1037,2022-04-15,9.30146
1038,2022-04-16,11.35255
1039,2022-04-17,13.32881
1040,2022-04-18,11.9811
1041,2022-04-19,11.98463
1042,2022-04-20,9.5189
1043,2022-04-21,9.97778
1044,2022-04-22,9.00095
1045,2022-04-23,8.4091
1046,2022-04-24,9.73869
1047,2022-04-25,11.32478
1048,2022-04-26,9.25063
1049,2022-04-27,8.40581
1050,2022-04-28,8.20108
1051,2022-04-29,8.68679
1052,2022-04-30,8.53641
1053,2022-05-01,8.28415
1054,2022-05-02,8.16554
1055,2022-05-03,8.29168
1056,2022-05-04,9.09766
1057,2022-05-05,9.98107
1058,2022-05-06,8.86163
1059,2022-05-07,8.94259
1060,2022-05-08,8.42887
1061,2022-05-09,9.14426
1062,2022-05-10,8.83386
1063,2022-05-11,9.43183
1064,2022-05-12,8.51947
1065,2022-05-13,7.9281
1066,2022-05-14,7.9048
1067,2022-05-15,7.593
1068,2022-05-16,10.37171
1069,2022-05-17,8.01517
1070,2022-05-18,7.73466
1071,2022-05-19,7.78479
1072,2022-05-20,8.14177
1073,2022-05-21,7.79843
1074,2022-05-22,7.86056
1075,2022-05-23,16.34897
1076,2022-05-24,13.0563
1077,2022-05-25,11.16782
1078,2022-05-26,12.8551
1079,2022-05-27,12.9697
1080,2022-05-28,11.18453
1081,2022-05-29,12.25549
1082,2022-05-30,10.13992
1083,2022-05-31,10.5515
1084,2022-06-01,14.5565
1085,2022-06-02,13.56225
1086,2022-06-03,10.17263
1087,2022-06-04,8.86446
1088,2022-06-05,8.64772
1089,2022-06-06,8.63384
1090,2022-06-07,9.30946
1091,2022-06-08,10.78753
1092,2022-06-09,10.60351
1093,2022-06-10,27.6547
1094,2022-06-11,18.64975
1095,2022-06-12,15.49168
