,기간,윤석열
1016,2022-03-25,2.50242
1017,2022-03-26,2.0557
1018,2022-03-27,1.88291
1019,2022-03-28,2.42905
1020,2022-03-29,1.8727
1021,2022-03-30,1.62594
1022,2022-03-31,1.44412
1023,2022-04-01,1.38854
1024,2022-04-02,1.15977
1025,2022-04-03,1.46811
1026,2022-04-04,1.4242
1027,2022-04-05,1.32414
1028,2022-04-06,1.25839
1029,2022-04-07,1.25822
1030,2022-04-08,1.30446
1031,2022-04-09,1.06689
1032,2022-04-10,1.24824
1033,2022-04-11,1.55041
1034,2022-04-12,1.80179
1035,2022-04-13,1.98897
1036,2022-04-14,1.71103
1037,2022-04-15,1.3236
1038,2022-04-16,0.97674
1039,2022-04-17,1.02648
1040,2022-04-18,1.11465
1041,2022-04-19,1.13615
1042,2022-04-20,1.61556
1043,2022-04-21,1.97344
1044,2022-04-22,1.41924
1045,2022-04-23,0.98008
1046,2022-04-24,0.90233
1047,2022-04-25,1.1258
1048,2022-04-26,1.15391
1049,2022-04-27,1.14532
1050,2022-04-28,1.29583
1051,2022-04-29,1.24413
1052,2022-04-30,0.90563
1053,2022-05-01,0.92457
1054,2022-05-02,1.11589
1055,2022-05-03,1.23918
1056,2022-05-04,1.27069
1057,2022-05-05,1.11937
1058,2022-05-06,1.24376
1059,2022-05-07,1.16813
1060,2022-05-08,1.48533
1061,2022-05-09,3.75373
1062,2022-05-10,15.62407
1063,2022-05-11,5.99696
1064,2022-05-12,3.33101
1065,2022-05-13,2.89697
1066,2022-05-14,2.40057
1067,2022-05-15,1.83128
1068,2022-05-16,2.17069
1069,2022-05-17,1.69803
1070,2022-05-18,2.05274
1071,2022-05-19,1.4918
1072,2022-05-20,1.97428
1073,2022-05-21,1.99035
1074,2022-05-22,1.96171
1075,2022-05-23,1.71585
1076,2022-05-24,1.45948
1077,2022-05-25,1.33475
1078,2022-05-26,1.47495
1079,2022-05-27,1.49538
1080,2022-05-28,1.23368
1081,2022-05-29,1.01607
1082,2022-05-30,1.26139
1083,2022-05-31,1.44351
1084,2022-06-01,2.19428
1085,2022-06-02,2.87948
1086,2022-06-03,1.25508
1087,2022-06-04,0.88072
1088,2022-06-05,0.86991
1089,2022-06-06,1.32417
1090,2022-06-07,1.05409
1091,2022-06-08,1.05412
1092,2022-06-09,1.0036
1093,2022-06-10,0.9636
1094,2022-06-11,0.76479
1095,2022-06-12,1.07407
