,기간,bts
984,2022-02-21,3.26006
985,2022-02-22,2.99328
986,2022-02-23,3.19902
987,2022-02-24,2.86943
988,2022-02-25,2.86385
989,2022-02-26,2.68219
990,2022-02-27,2.94632
991,2022-02-28,2.64344
992,2022-03-01,2.85212
993,2022-03-02,2.5058
994,2022-03-03,3.59053
995,2022-03-04,3.14384
996,2022-03-05,3.78101
997,2022-03-06,4.52353
998,2022-03-07,3.4476
999,2022-03-08,4.64826
1000,2022-03-09,4.67116
1001,2022-03-10,6.23369
1002,2022-03-11,5.44655
1003,2022-03-12,5.24786
1004,2022-03-13,5.91408
1005,2022-03-14,4.93383
1006,2022-03-15,3.61254
1007,2022-03-16,3.27415
1008,2022-03-17,3.02263
1009,2022-03-18,2.98565
1010,2022-03-19,3.80331
1011,2022-03-20,3.21281
1012,2022-03-21,2.79929
1013,2022-03-22,2.78696
1014,2022-03-23,3.32727
1015,2022-03-24,3.90603
1016,2022-03-25,3.24187
1017,2022-03-26,2.75585
1018,2022-03-27,3.344
1019,2022-03-28,5.69572
1020,2022-03-29,4.4437
1021,2022-03-30,3.87316
1022,2022-03-31,3.52626
1023,2022-04-01,7.04372
1024,2022-04-02,5.25784
1025,2022-04-03,5.63116
1026,2022-04-04,30.92839
1027,2022-04-05,8.13784
1028,2022-04-06,6.34404
1029,2022-04-07,4.29696
1030,2022-04-08,4.331
1031,2022-04-09,5.98158
1032,2022-04-10,7.99902
1033,2022-04-11,7.53237
1034,2022-04-12,9.7579
1035,2022-04-13,6.53539
1036,2022-04-14,4.83199
1037,2022-04-15,4.58692
1038,2022-04-16,4.88628
1039,2022-04-17,5.29922
1040,2022-04-18,5.42865
1041,2022-04-19,5.05651
1042,2022-04-20,4.49154
1043,2022-04-21,4.05395
1044,2022-04-22,3.51511
1045,2022-04-23,3.10686
1046,2022-04-24,3.31935
1047,2022-04-25,4.05571
1048,2022-04-26,3.37599
1049,2022-04-27,3.07634
1050,2022-04-28,3.06519
1051,2022-04-29,3.25243
1052,2022-04-30,3.58055
1053,2022-05-01,3.23365
1054,2022-05-02,3.20812
1055,2022-05-03,3.33138
1056,2022-05-04,4.94087
1057,2022-05-05,4.32719
1058,2022-05-06,3.60256
1059,2022-05-07,3.31377
1060,2022-05-08,3.15764
1061,2022-05-09,3.56647
1062,2022-05-10,3.69032
1063,2022-05-11,3.77279
1064,2022-05-12,3.66713
1065,2022-05-13,3.21927
1066,2022-05-14,2.93928
1067,2022-05-15,2.70919
1068,2022-05-16,5.75912
1069,2022-05-17,3.64864
1070,2022-05-18,3.08133
1071,2022-05-19,3.02234
1072,2022-05-20,3.10833
1073,2022-05-21,2.76876
1074,2022-05-22,2.66986
1075,2022-05-23,4.96817
1076,2022-05-24,4.51502
1077,2022-05-25,3.83941
1078,2022-05-26,4.88188
1079,2022-05-27,6.09105
1080,2022-05-28,4.26937
1081,2022-05-29,4.7727
1082,2022-05-30,4.54408
1083,2022-05-31,4.71988
1084,2022-06-01,10.14853
1085,2022-06-02,6.62285
1086,2022-06-03,4.15814
1087,2022-06-04,3.33754
1088,2022-06-05,3.88197
1089,2022-06-06,3.36865
1090,2022-06-07,3.59376
1091,2022-06-08,4.29549
1092,2022-06-09,4.60571
1093,2022-06-10,14.35774
1094,2022-06-11,9.30504
1095,2022-06-12,7.42731
