,기간,승민
1000,2022-03-09,0.93913
1001,2022-03-10,1.76695
1002,2022-03-11,1.21043
1003,2022-03-12,1.08521
1004,2022-03-13,1.54434
1005,2022-03-14,1.27304
1006,2022-03-15,1.12695
1007,2022-03-16,1.29391
1008,2022-03-17,1.25217
1009,2022-03-18,3.45043
1010,2022-03-19,1.70434
1011,2022-03-20,1.84347
1012,2022-03-21,2.90782
1013,2022-03-22,2.33739
1014,2022-03-23,1.66956
1015,2022-03-24,1.64173
1016,2022-03-25,1.62782
1017,2022-03-26,1.42608
1018,2022-03-27,1.86434
1019,2022-03-28,1.41913
1020,2022-03-29,1.18956
1021,2022-03-30,1.33565
1022,2022-03-31,1.3426
1023,2022-04-01,1.25217
1024,2022-04-02,1.03652
1025,2022-04-03,1.55826
1026,2022-04-04,1.16869
1027,2022-04-05,1.05043
1028,2022-04-06,3.27652
1029,2022-04-07,1.37043
1030,2022-04-08,1.66956
1031,2022-04-09,1.1826
1032,2022-04-10,1.32869
1033,2022-04-11,1.2313
1034,2022-04-12,0.95999
1035,2022-04-13,1.25217
1036,2022-04-14,1.41217
1037,2022-04-15,1.25913
1038,2022-04-16,1.26608
1039,2022-04-17,1.46782
1040,2022-04-18,1.5026
1041,2022-04-19,1.25913
1042,2022-04-20,1.24521
1043,2022-04-21,0.95304
1044,2022-04-22,1.12695
1045,2022-04-23,1.15478
1046,2022-04-24,1.28695
1047,2022-04-25,1.26608
1048,2022-04-26,1.03652
1049,2022-04-27,1.18956
1050,2022-04-28,1.0226
1051,2022-04-29,1.09913
1052,2022-04-30,1.31478
1053,2022-05-01,1.56521
1054,2022-05-02,1.16173
1055,2022-05-03,1.00173
1056,2022-05-04,0.98086
1057,2022-05-05,1.16173
1058,2022-05-06,1.09913
1059,2022-05-07,1.22434
1060,2022-05-08,1.04347
1061,2022-05-09,1.10608
1062,2022-05-10,1.19652
1063,2022-05-11,1.09913
1064,2022-05-12,1.0713
1065,2022-05-13,0.88347
1066,2022-05-14,1.05739
1067,2022-05-15,0.98086
1068,2022-05-16,0.99478
1069,2022-05-17,1.00173
1070,2022-05-18,0.88347
1071,2022-05-19,0.79304
1072,2022-05-20,1.15478
1073,2022-05-21,0.98782
1074,2022-05-22,1.06434
1075,2022-05-23,1.06434
1076,2022-05-24,0.77913
1077,2022-05-25,0.99478
1078,2022-05-26,0.82782
1079,2022-05-27,0.73739
1080,2022-05-28,0.64
1081,2022-05-29,1.12
1082,2022-05-30,0.85565
1083,2022-05-31,0.99478
1084,2022-06-01,0.75826
1085,2022-06-02,1.22434
1086,2022-06-03,0.86956
1087,2022-06-04,0.86956
1088,2022-06-05,1.05043
1089,2022-06-06,1.16869
1090,2022-06-07,0.95999
1091,2022-06-08,0.84173
1092,2022-06-09,1.25913
1093,2022-06-10,0.8626
1094,2022-06-11,1.00869
1095,2022-06-12,1.46086
