,기간,운동화,데일리즈,김건희옷,교련복,마르조썸머인견팬츠,반팔크롭자켓,세루티자켓,올리비아로렌티셔츠,비비안마이핏네모팬티,안나수이원피스,나이스,행텐10320-150-404-51,리린,법복,모르간썸머원피스,한지민가디건,스프리스기능성바람막이,에바큐브,나이키더블스우시후드집업,마틴발썸머울카라니트,여성여름정장,유니클로마르니,딜레탕티즘,셀린느티셔츠,닉스조거팬츠,클로앤차이가디건형니트,디키즈874여자,반팔청자켓,레이지카키하프조거팬츠,테이퍼드세미와이드청바지,트위드반팔,마드제이,테이핑브라,여성반팔가디건,유에르,지오다노101221,커클랜드티셔츠,테니스원피스,러브이즈트루,가니송,신혼부부,리스트바지,여성롱원피스,폴로반팔셔츠,리바이스쿨진여성,엉뽕,마리나요팅티셔츠,바스락스커트,비뮤즈맨션,리더잭텐셀풀스트링팬츠,올앤선드리원피스,자바나스반팔
10,2019-06-19,8.73842,0.0,0.0,0.28106,0.0,0.023422015688129072,2.699918311144245e-06,0.1234971889585168,2.699918311144245e-06,0.01712601095193822,16.68044674796204,0.00014011850266015813,22.35069018492149,0.2448655209849635,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.07452511072393087,2.699918311144245e-06,2.699918311144245e-06,0.28106121798716543,3.0878799019973258e-06,0.012773020521771983,0.10433425093547655,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.057491555676573824,2.699918311144245e-06,2.699918311144245e-06,0.034069810013025226,2.699918311144245e-06,2.699918311144245e-06,0.057491555676573824,0.01277665125696359,2.699918311144245e-06,0.021293428780642998,0.2171841716127112,0.18737423533297015,0.08943007886380183,0.3768767875488477,0.21505558470522335,0.455658802063172,0.47056377020304296,2.699918311144245e-06,0.2171841716127112,2.699918311144245e-06,0.0723965238164439,0.10433504700367102,2.699918311144245e-06,0.10859222081864583,0.03619839692051219
11,2019-06-20,8.47652,0.02129,0.0,0.20014,0.0,2.699918311144245e-06,2.699918311144245e-06,0.0958182694799925,2.699918311144245e-06,0.01071624021636186,16.83380051281071,0.00014011850266015813,21.720449477345927,0.25763947232361595,2.699918311144245e-06,0.010648064349476627,2.699918311144245e-06,0.0723965238164439,2.699918311144245e-06,2.699918311144245e-06,0.2725444404634869,3.0878799019973258e-06,3.0878799019973258e-06,0.10220321759014528,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.0447151744441916,2.699918311144245e-06,2.699918311144245e-06,0.03619839692051219,2.699918311144245e-06,2.699918311144245e-06,0.08091330134012331,2.699918311144245e-06,2.699918311144245e-06,0.021293428780642998,0.2831898048946524,0.11498041143483739,0.08091330134012331,0.3428096774541327,0.24912269479993832,0.43862524701581496,0.502502293390271,2.699918311144245e-06,0.12988537957470747,2.699918311144245e-06,0.051103365060382266,0.0723965238164439,2.699918311144245e-06,0.08943007886380183,0.010648064349476627
12,2019-06-21,7.84626,0.02342,0.0,0.2044,0.0,0.027681619396834556,2.699918311144245e-06,0.10859222081864583,2.699918311144245e-06,0.032028727912153165,13.382299215971102,0.00014011850266015813,19.276083407333786,0.27041585355599995,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.08091330134012331,2.699918311144245e-06,2.699918311144245e-06,0.3108711542669056,3.0878799019973258e-06,3.0878799019973258e-06,0.47694787148111306,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.034069810013025226,2.699918311144245e-06,2.699918311144245e-06,0.05323195196787012,2.699918311144245e-06,2.699918311144245e-06,0.04684376135167767,2.699918311144245e-06,2.699918311144245e-06,0.017036254965668185,0.22357236222890187,0.1426617608070906,0.05323195196787012,0.37261961373387376,0.23421772666006824,0.3939127724899354,0.4514016282481981,2.699918311144245e-06,0.14053074400587384,2.699918311144245e-06,0.02981020630432063,0.051103365060382266,2.699918311144245e-06,0.10433504700367102,0.03194122310553915
13,2019-06-22,8.72564,0.0,0.0,0.2044,0.0,0.021293428780642998,2.699918311144245e-06,0.12136860205102806,2.699918311144245e-06,0.012799415705424089,8.235894292376647,0.00014011850266015813,16.729481494089203,0.2299605528450943,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.03619839692051219,2.699918311144245e-06,2.699918311144245e-06,0.29383759921954855,3.0878799019973258e-06,3.0878799019973258e-06,0.3002185106896951,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.05536296876908686,2.699918311144245e-06,2.699918311144245e-06,0.03832698382800004,2.699918311144245e-06,2.699918311144245e-06,0.0447151744441916,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.21931275852019816,0.1426617608070906,0.040458000629216784,0.31725934488309715,0.22782953604387668,0.4684351832955551,0.4641755795868514,2.699918311144245e-06,0.11710899834232436,2.699918311144245e-06,0.03619839692051219,0.06600833320025323,2.699918311144245e-06,0.18311706151799623,0.017036254965668185
14,2019-06-23,9.2324,0.01064,0.0,0.15969,0.0,0.017036254965668185,2.699918311144245e-06,0.12136860205102806,2.699918311144245e-06,0.012799415705424089,8.510552968396103,0.00014011850266015813,17.17864617838473,0.2171841716127112,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.034069810013025226,2.699918311144245e-06,2.699918311144245e-06,0.26189907603232054,3.0878799019973258e-06,3.0878799019973258e-06,0.30874264407102103,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.03832698382800004,2.699918311144245e-06,2.699918311144245e-06,0.04684376135167767,2.699918311144245e-06,2.699918311144245e-06,0.057491555676573824,2.699918311144245e-06,2.699918311144245e-06,0.023422015688129072,0.28532082169586914,0.2874494086033579,0.04258658753670286,0.3108711542669056,0.24699410789245047,0.5961892760444645,0.6664545130351103,2.699918311144245e-06,0.12136860205102806,2.699918311144245e-06,0.05323195196787012,0.057491555676573824,2.699918311144245e-06,0.11498041143483739,0.01277665125696359
15,2019-06-24,9.14297,0.01064,0.0,0.19376,0.0,0.014905238164450552,2.699918311144245e-06,0.08730149195631398,2.699918311144245e-06,0.023535781687515467,13.763360086201132,0.00014011850266015813,22.422960349965116,0.2959661861270364,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.057491555676573824,2.699918311144245e-06,2.699918311144245e-06,0.30874256735941863,3.0878799019973258e-06,3.0878799019973258e-06,0.32151257671288835,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.027681619396834556,2.699918311144245e-06,2.699918311144245e-06,0.040458000629216784,2.699918311144245e-06,2.699918311144245e-06,0.08943007886380183,2.699918311144245e-06,2.699918311144245e-06,0.014905238164450552,0.3044829636507149,0.2257009491363906,0.06813692010773931,0.4684351832955551,0.22782953604387668,0.4450134376320065,0.6089656572768485,2.699918311144245e-06,0.1618239027619346,2.699918311144245e-06,0.06174872949154864,0.0915586657712888,2.699918311144245e-06,0.11498041143483739,2.699918311144245e-06
16,2019-06-25,8.74906,0.0,0.0,0.19589,0.0,0.02981020630432063,2.699918311144245e-06,0.09794685638748035,2.699918311144245e-06,0.01712601095193822,13.246091587840098,0.00014011850266015813,22.83398689838397,0.5365718333787148,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.0638797462927645,2.699918311144245e-06,2.699918311144245e-06,0.30235437674322707,3.0878799019973258e-06,3.0878799019973258e-06,0.20440334730038767,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,2.699918311144245e-06,2.699918311144245e-06,0.021293428780642998,2.699918311144245e-06,2.699918311144245e-06,0.11072323761986347,2.699918311144245e-06,2.699918311144245e-06,0.01277665125696359,0.31299974117439344,0.3044829636507149,0.040458000629216784,0.3555860586865167,0.24699410789245047,0.455658802063172,0.6409041804640747,2.699918311144245e-06,0.16821209337812704,2.699918311144245e-06,0.03619839692051219,0.0638797462927645,2.699918311144245e-06,0.1234971889585168,0.025553032489345817
17,2019-06-26,9.14936,0.0,0.0,0.19589,0.0,0.017036254965668185,2.699918311144245e-06,0.16395248966942155,2.699918311144245e-06,0.01712601095193822,12.794683483787118,0.00014011850266015813,22.167530986152393,0.30235437674322707,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.040458000629216784,2.699918311144245e-06,2.699918311144245e-06,0.29383759921954855,3.0878799019973258e-06,3.0878799019973258e-06,0.4194587734475288,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,2.699918311144245e-06,2.699918311144245e-06,0.03832698382800004,2.699918311144245e-06,2.699918311144245e-06,0.05323195196787012,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,0.25763947232361595,0.43862524701581496,0.04258658753670286,0.31299974117439344,0.19163383904167475,0.4961165326678092,0.5301836427625233,2.699918311144245e-06,0.1937624259491626,2.699918311144245e-06,0.057491555676573824,0.07452511072393087,2.699918311144245e-06,0.11710899834232436,0.04684376135167767
18,2019-06-27,7.93995,0.0,0.0,0.22144,0.0,2.699918311144245e-06,2.699918311144245e-06,0.1234971889585168,2.699918311144245e-06,0.025618957176576806,11.742840106078996,0.00014011850266015813,20.287384985139383,0.1937624259491626,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.057491555676573824,2.699918311144245e-06,2.699918311144245e-06,0.33216431302296723,3.0878799019973258e-06,0.010641987176440715,0.2682855453699666,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.051103365060382266,2.699918311144245e-06,2.699918311144245e-06,0.023422015688129072,2.699918311144245e-06,2.699918311144245e-06,0.08091330134012331,2.699918311144245e-06,2.699918311144245e-06,0.014905238164450552,0.20440779038032808,0.21292699779773727,0.06600833320025323,0.3470692811628373,0.21505558470522335,0.41520350135226636,0.502502293390271,2.699918311144245e-06,0.11498041143483739,2.699918311144245e-06,0.051103365060382266,0.057491555676573824,2.699918311144245e-06,0.10646363391115887,0.01277665125696359
19,2019-06-28,7.71212,0.0,0.0,0.20866,0.0,0.021293428780642998,2.699918311144245e-06,0.08517047515509635,2.699918311144245e-06,0.00014011850266015813,11.261626568105582,0.00014011850266015813,19.43776987413871,0.1980220296578663,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.05962014258406079,2.699918311144245e-06,2.699918311144245e-06,0.24699410789245047,3.0878799019973258e-06,3.0878799019973258e-06,0.20014941432478395,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.027681619396834556,2.699918311144245e-06,2.699918311144245e-06,0.034069810013025226,2.699918311144245e-06,2.699918311144245e-06,0.10007544329496731,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.2214437753214158,0.16821209337812704,0.04258658753670286,0.3151307579756102,0.24273450418374765,0.32577612240677567,0.4002985332123963,2.699918311144245e-06,0.14053074400587384,2.699918311144245e-06,0.04258658753670286,0.07665369763141783,2.699918311144245e-06,0.14053074400587384,0.019164841873155147
20,2019-06-29,8.66602,0.0,0.0,0.14691,0.0,0.019164841873155147,2.699918311144245e-06,0.14053074400587384,2.699918311144245e-06,0.012799415705424089,7.39701554735806,0.00014011850266015813,17.627971106948653,0.23208913975258127,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.47482337391174756,2.699918311144245e-06,2.699918311144245e-06,0.2682872666485121,3.0878799019973258e-06,3.0878799019973258e-06,0.17033934863532618,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.03194122310553915,2.699918311144245e-06,2.699918311144245e-06,0.027681619396834556,2.699918311144245e-06,2.699918311144245e-06,0.0447151744441916,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.20015061656535327,0.1746002839943177,0.017036254965668185,0.28957799551084396,0.23634874346128498,0.4002985332123963,0.5067618970989747,2.699918311144245e-06,0.12562577586600288,2.699918311144245e-06,0.0638797462927645,0.08091330134012331,2.699918311144245e-06,0.1384021570983851,0.010648064349476627
21,2019-06-30,10.01596,0.0,0.0,0.14053,0.0,0.025553032489345817,2.699918311144245e-06,0.1426617608070906,2.699918311144245e-06,0.01071624021636186,7.99953399650226,0.00014011850266015813,17.649283594644448,0.24912269479993832,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.08730149195631398,2.699918311144245e-06,2.699918311144245e-06,0.2959661861270364,3.0878799019973258e-06,3.0878799019973258e-06,0.16820831528999491,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.01277665125696359,2.699918311144245e-06,2.699918311144245e-06,0.03194122310553915,2.699918311144245e-06,2.699918311144245e-06,0.10007544329496731,2.699918311144245e-06,2.699918311144245e-06,0.021293428780642998,0.28957799551084396,0.18950525213418778,0.05536296876908686,0.28957799551084396,0.22782953604387668,0.4833401514354252,0.7260743855945915,2.699918311144245e-06,0.17885745780929163,2.699918311144245e-06,0.06813692010773931,0.08304188824761027,2.699918311144245e-06,0.18311706151799623,2.699918311144245e-06
22,2019-07-01,9.74768,0.01916,0.0,0.19376,0.0,0.014905238164450552,2.699918311144245e-06,0.09794685638748035,2.699918311144245e-06,0.00014011850266015813,20.65578655816665,0.00014011850266015813,21.4286446646088,0.2406059172762589,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.15756672894696067,2.699918311144245e-06,2.699918311144245e-06,0.2555108854161299,3.0878799019973258e-06,0.010641987176440715,0.1831174149922532,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.021293428780642998,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,2.699918311144245e-06,2.699918311144245e-06,0.06600833320025323,2.699918311144245e-06,2.699918311144245e-06,0.03194122310553915,0.23634874346128498,0.18311706151799623,0.04897477815289619,0.3811363912575514,0.23847733036877283,0.4088153107360748,0.7218147818858869,2.699918311144245e-06,0.13201396648219443,2.699918311144245e-06,0.07452511072393087,0.11498041143483739,2.699918311144245e-06,0.10220403020245428,0.025553032489345817
23,2019-07-02,9.20259,0.0,0.0,0.22995,0.0,0.034069810013025226,2.699918311144245e-06,0.07452511072393087,2.699918311144245e-06,0.015042835462875992,15.134730535077745,0.00014011850266015813,23.334269504295722,0.36410283621019435,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.2512512817074253,2.699918311144245e-06,2.699918311144245e-06,0.2448655209849635,3.0878799019973258e-06,0.010641987176440715,0.16395438231439208,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.03619839692051219,2.699918311144245e-06,2.699918311144245e-06,0.03619839692051219,2.699918311144245e-06,2.699918311144245e-06,0.05323195196787012,2.699918311144245e-06,2.699918311144245e-06,0.021293428780642998,0.2980947730345225,0.20227920347284112,0.05323195196787012,0.28106121798716543,0.21931275852019816,0.4577898188643905,0.7154265912696953,2.699918311144245e-06,0.11498041143483739,2.699918311144245e-06,0.08091330134012331,0.15756672894696067,2.699918311144245e-06,0.08304188824761027,0.025553032489345817
24,2019-07-03,8.87682,0.01703,0.0,0.17033,0.0,0.023422015688129072,2.699918311144245e-06,0.1234971889585168,2.699918311144245e-06,0.021292361930063564,14.078560562123108,0.00014011850266015813,22.35485653589962,0.31299974117439344,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.10007544329496731,2.699918311144245e-06,2.699918311144245e-06,0.31725934488309715,3.0878799019973258e-06,3.0878799019973258e-06,0.17247038198065656,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.010648064349476627,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,2.699918311144245e-06,2.699918311144245e-06,0.051103365060382266,2.699918311144245e-06,2.699918311144245e-06,0.014905238164450552,0.28532082169586914,0.19589101285664867,0.04897477815289619,0.31299974117439344,0.21292699779773727,0.5663793397647252,0.5919321022294906,2.699918311144245e-06,0.14479034771457666,2.699918311144245e-06,0.06174872949154864,0.1703406802856131,2.699918311144245e-06,0.13201396648219443,0.027681619396834556
25,2019-07-04,8.49355,0.0,0.0,0.19589,0.0,0.01277665125696359,2.699918311144245e-06,0.16821209337812704,2.699918311144245e-06,0.019209186441000448,14.310594262750982,0.00014011850266015813,21.424478313630676,0.5791557209971074,2.699918311144245e-06,2.699918311144245e-06,2.699918311144245e-06,0.08730149195631398,2.699918311144245e-06,2.699918311144245e-06,0.2831898048946524,3.0878799019973258e-06,3.0878799019973258e-06,0.15330734930279544,3.0878799019973258e-06,2.699918311144245e-06,2.699918311144245e-06,0.034069810013025226,2.699918311144245e-06,2.699918311144245e-06,0.025553032489345817,2.699918311144245e-06,2.699918311144245e-06,0.07665369763141783,2.699918311144245e-06,2.699918311144245e-06,0.03619839692051219,0.24912269479993832,0.1746002839943177,0.02981020630432063,0.28106121798716543,0.22782953604387668,0.5067618970989747,0.6259992123242055,2.699918311144245e-06,0.15756672894696067,2.699918311144245e-06,0.08517047515509635,0.14479034771457666,2.699918311144245e-06,0.1384021570983851,0.014905238164450552
